episode,t,profit,price,P,P_cmd,on,started,revenue,var_cost,no_load,startup,ramp_cost
1,0,0.0,79.92,0.0,301.3816833496094,0,0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,68.0,0.0,272.44158935546875,0,0,0.0,0.0,0.0,0.0,0.0
1,2,0.0,59.63,0.0,211.827392578125,0,0,0.0,0.0,0.0,0.0,0.0
1,3,0.0,55.5,0.0,322.9470520019531,0,0,0.0,0.0,0.0,0.0,0.0
1,4,0.0,47.83,0.0,218.79360961914062,0,0,0.0,0.0,0.0,0.0,0.0
1,5,0.0,44.6,0.0,445.8865051269531,0,0,0.0,0.0,0.0,0.0,0.0
1,6,0.0,42.07,0.0,481.8313903808594,0,0,0.0,0.0,0.0,0.0,0.0
1,7,0.0,39.81,0.0,191.72076416015625,0,0,0.0,0.0,0.0,0.0,0.0
1,8,0.0,38.63,0.0,395.8625183105469,0,0,0.0,0.0,0.0,0.0,0.0
1,9,0.0,37.36,0.0,264.44744873046875,0,0,0.0,0.0,0.0,0.0,0.0
1,10,0.0,38.54,0.0,284.02227783203125,0,0,0.0,0.0,0.0,0.0,0.0
1,11,0.0,40.38,0.0,462.7983093261719,0,0,0.0,0.0,0.0,0.0,0.0
1,12,0.0,45.0,0.0,35.518028259277344,0,0,0.0,0.0,0.0,0.0,0.0
1,13,0.0,52.52,0.0,43.56465148925781,0,0,0.0,0.0,0.0,0.0,0.0
1,14,0.0,81.49,0.0,10.109198570251465,0,0,0.0,0.0,0.0,0.0,0.0
1,15,0.0,83.1,0.0,416.3099365234375,0,0,0.0,0.0,0.0,0.0,0.0
1,16,0.0,79.92,0.0,389.078369140625,0,0,0.0,0.0,0.0,0.0,0.0
1,17,0.0,77.18,0.0,435.0060729980469,0,0,0.0,0.0,0.0,0.0,0.0
1,18,0.0,77.18,0.0,489.3091735839844,0,0,0.0,0.0,0.0,0.0,0.0
1,19,0.0,70.87,0.0,399.57928466796875,0,0,0.0,0.0,0.0,0.0,0.0
1,20,0.0,60.0,0.0,230.73968505859375,0,0,0.0,0.0,0.0,0.0,0.0
1,21,0.0,62.51,0.0,390.26458740234375,0,0,0.0,0.0,0.0,0.0,0.0
1,22,0.0,50.61,0.0,59.13721466064453,0,0,0.0,0.0,0.0,0.0,0.0
1,23,0.0,58.2,0.0,319.96051025390625,0,0,0.0,0.0,0.0,0.0,0.0
1,24,0.0,58.13,0.0,71.67664337158203,0,0,0.0,0.0,0.0,0.0,0.0
1,25,0.0,57.63,0.0,472.33447265625,0,0,0.0,0.0,0.0,0.0,0.0
1,26,0.0,51.02,0.0,260.9241638183594,0,0,0.0,0.0,0.0,0.0,0.0
1,27,0.0,51.87,0.0,207.33096313476562,0,0,0.0,0.0,0.0,0.0,0.0
1,28,0.0,46.11,0.0,132.27780151367188,0,0,0.0,0.0,0.0,0.0,0.0
1,29,0.0,46.8,0.0,387.1168518066406,0,0,0.0,0.0,0.0,0.0,0.0
1,30,0.0,44.59,0.0,228.07516479492188,0,0,0.0,0.0,0.0,0.0,0.0
1,31,0.0,38.95,0.0,284.21697998046875,0,0,0.0,0.0,0.0,0.0,0.0
1,32,0.0,37.83,0.0,9.39490032196045,0,0,0.0,0.0,0.0,0.0,0.0
1,33,0.0,37.28,0.0,308.8177490234375,0,0,0.0,0.0,0.0,0.0,0.0
1,34,0.0,36.9,0.0,306.0478515625,0,0,0.0,0.0,0.0,0.0,0.0
1,35,0.0,35.85,0.0,308.4670104980469,0,0,0.0,0.0,0.0,0.0,0.0
