episode,episode_return,starts,on_steps,cap_factor
1,0.0,0,0,0.0
2,-3.6231524749999995,0,48,0.1
3,-2.968942150000002,0,48,0.1
4,-2.0543815999999993,0,48,0.1
5,0.0,0,0,0.0
6,-2.7424207249999997,0,48,0.1
7,-1.6327766500000005,0,48,0.1
8,-1.7296824,0,48,0.1
9,-0.5431643500000016,0,48,0.1
10,-2.3846187,0,48,0.1
11,-1.7897786499999992,0,48,0.1
12,-2.997272500000001,0,48,0.1
13,-4.104712050000001,0,48,0.1
14,-2.340775725,0,48,0.1
15,0.0,0,0,0.0
16,0.0,0,0,0.0
17,-2.4257168,0,48,0.1
18,-2.1567363500000005,0,48,0.1
19,-1.8453555000000004,0,48,0.1
20,0.0,0,0,0.0
21,-5.044770549999999,0,48,0.1
22,0.0,0,0,0.0
23,-6.3823596,0,48,0.1
24,-2.7988087499999987,0,48,0.1
25,0.0,0,0,0.0
26,18.347825525,0,48,0.1
27,0.0,0,0,0.0
28,0.0,0,0,0.0
29,0.0,0,0,0.0
30,0.0,0,0,0.0
31,0.0,0,0,0.0
32,0.0,0,0,0.0
33,0.0,0,0,0.0
34,0.0,0,0,0.0
35,-2.5539374250000018,0,48,0.1
36,-1.7720653000000004,0,48,0.1
37,-3.5373483499999994,0,48,0.1
38,3.174641849999999,0,48,0.1
39,-4.3221487999999955,0,48,0.1
40,-1.4178177000000007,0,48,0.1
41,-1.5610742750000006,0,48,0.1
42,0.0,0,0,0.0
43,0.0,0,0,0.0
44,0.0,0,0,0.0
45,0.0,0,0,0.0
46,-10.654502500000005,0,48,0.1
47,-1.5714795999999998,0,48,0.1
48,0.0,0,0,0.0
49,2.56856905,0,48,0.1
50,0.0,0,0,0.0
51,0.0,0,0,0.0
52,-1.5134730500000009,0,48,0.1
53,0.0,0,0,0.0
54,-5.083280650000001,0,48,0.1
55,-1.801087250000001,0,48,0.1
56,-1.7650679999999996,0,48,0.1
57,-4.708690700000001,0,48,0.1
58,0.0,0,0,0.0
59,-4.991845199999998,0,48,0.1
60,0.0,0,0,0.0
61,0.0,0,0,0.0
62,0.0,0,0,0.0
63,0.0,0,0,0.0
64,-4.562031150000002,0,48,0.1
65,0.0,0,0,0.0
66,-5.05487,0,48,0.1
67,0.0,0,0,0.0
68,-2.5178274999999997,0,48,0.1
69,-4.462514100000002,0,48,0.1
70,0.0,0,0,0.0
71,3.8196620499999994,0,48,0.1
72,0.0,0,0,0.0
73,0.0,0,0,0.0
74,-1.8029820500000007,0,48,0.1
75,-2.5198168999999986,0,48,0.1
76,-1.9703392999999974,0,48,0.1
77,0.0,0,0,0.0
78,0.0,0,0,0.0
79,-5.630108475,0,48,0.1
80,0.0,0,0,0.0
