episode,episode_return,starts,on_steps,cap_factor
1,13.755955263814538,1,48,0.536089324315389
2,6.75064930242033,0,48,0.5821743208567302
3,3.2274878351834073,0,48,0.4648682238260905
4,7.9355498602576775,0,48,0.4476540571848551
5,-3.467278784373281,1,45,0.4591418883005778
6,4.867152595312273,0,48,0.4886767438252767
7,9.789739721728619,0,48,0.45430875714619956
8,9.73498495531611,0,48,0.469992613474528
9,15.904319602212384,0,48,0.4858031285603841
10,6.9192292034731295,0,48,0.48504990768432615
11,11.832270335806564,0,48,0.5359881375630696
12,4.033897352881891,0,48,0.4328355239232381
13,-1.5046800750522022,0,48,0.5189329020182292
14,6.302079181948182,0,48,0.386616087436676
15,40.67288325518146,1,48,0.4252149403889974
16,7.018056574256378,1,47,0.4411363830566406
17,7.246168982303937,0,48,0.47256961472829184
18,7.333258387747888,0,48,0.4623699016571045
19,9.624096536583705,0,48,0.466855406443278
20,8.982038069892436,1,47,0.4870095551808675
21,-8.310805614681398,0,48,0.5011891640101848
22,36.37135422109347,2,41,0.476054268937112
23,-16.94359400364968,0,48,0.5432225995032631
24,-6.118504667954223,1,43,0.44947697096020706
25,-10.065248625442393,2,40,0.37874497759362064
26,107.47632837562038,1,43,0.4920114334374675
27,61.20377843653907,2,42,0.36800944460783286
28,27.62004733798578,1,47,0.3925836942674493
29,-18.609679986937444,1,42,0.4810828426946082
30,-4.944491182085404,1,46,0.5576321750166053
31,-0.8543790432836329,2,43,0.4737616821905712
32,21.76597016702297,1,46,0.8336552368558754
33,35.240124867239665,1,45,0.773022693207713
34,15.201555278579502,1,48,0.6063465935191454
35,14.540299905682968,0,48,0.8750567253215316
36,21.528877444795036,0,48,0.8523155736362887
37,1.5994277652818267,0,48,0.6733372278006493
38,46.50334972999878,0,48,0.6360869338464294
39,-5.150362723376611,0,48,0.5453466589934821
40,-1.393054267746957,1,43,0.2018765861942101
41,-8.283779227292666,2,12,0.03998882160720897
42,-15.037265170612244,4,31,0.1031522417618337
43,7.31631021530508,1,45,0.332853201757374
44,-3.827036146550908,2,34,0.4553768956265404
45,3.0174257036931027,2,34,0.25656590263393425
46,-23.567506469565426,2,33,0.15807329647519278
47,-4.212277815346173,2,38,0.24367434668472226
48,-13.078675935015783,2,28,0.18090408761558532
49,51.58053688874663,0,48,0.7213372147908228
50,25.711911390376304,1,48,0.6095141318423394
51,4.912696582106102,1,46,0.37839586638607087
52,8.485949732343283,1,39,0.3704516712684767
53,-6.197459882493729,3,32,0.20593079334485423
54,-12.825523936951516,2,38,0.19165244865042788
55,4.109704168881229,1,43,0.37320222612823
56,1.3603390051671456,1,43,0.2789801549007998
57,-7.754440513498135,2,16,0.07759227625399169
58,18.17405728836014,1,43,0.5465487641492953
59,-8.126574487959488,3,24,0.22041141789301494
60,6.115506580664082,1,45,0.5472038069850799
61,-5.7623267722286675,2,17,0.10602308207475981
62,13.693611530107187,2,32,0.362890334389992
63,-7.443872700742809,3,33,0.3266895435978606
64,0.5462046345158418,1,38,0.38771727383617327
65,-5.134916360663095,2,43,0.47675458152260386
66,-6.74809430725517,2,25,0.1446180421294851
67,-0.5641645471277696,2,30,0.29645611945652284
68,9.838854660162214,1,39,0.6114964723126117
69,-0.6989866334519212,1,41,0.38644960100370396
70,41.145869231266715,2,40,0.5064944469945624
71,46.95266248524659,0,48,0.5890809863288199
72,25.2241601959363,1,45,0.5983878204639462
73,-6.7805221035183925,3,31,0.27670355041273875
74,5.52007778954641,2,37,0.2890999920559475
75,10.307410800676452,1,43,0.6589449244003882
76,9.133059836885241,1,43,0.5887654087823737
77,9.3448363113151,3,34,0.2977644604460582
78,-9.578678954786147,2,19,0.08312284390649986
79,-18.919262672919302,4,26,0.10047623653118158
80,-1.6678456640057593,2,41,0.48646836559144496
