episode,episode_return,starts,on_steps,cap_factor
1,24.691007335391333,1,96,0.45310279846191404
2,40.19187401121614,0,96,0.4621877797444661
3,18.87191968521885,0,96,0.5022012866338094
4,138.3430298498808,1,92,0.40051943000157675
5,19.053266824108718,1,96,0.4204416411717733
6,89.59251316409113,1,95,0.4663536729812622
7,40.530321291777824,0,96,0.47729179286956785
8,99.35475844644301,1,88,0.384786465326945
9,57.50415970709486,0,96,0.461322078704834
10,-4.826570084943417,1,94,0.4210188000996908
11,39.912348969051735,0,96,0.5199984292837125
12,68.6383282516887,0,96,0.6002621393207093
13,78.75755047229498,0,96,0.7915702998875148
14,43.9035621251801,0,96,0.773702055417485
15,28.547109187442807,1,93,0.8300192103703339
16,23.589897770330776,0,96,0.7220444821027396
17,4.67243871853113,2,85,0.41745217715787364
18,-0.5634535230782832,2,85,0.2816374364060566
19,38.68176841299698,1,84,0.39814932307537737
20,71.72371780323772,1,91,0.536658098212731
21,-8.739992781280119,3,53,0.09032405255462798
22,-3.1660018714153764,2,61,0.23980316285491451
23,66.50196555020136,3,67,0.17890770046397034
24,-21.351236585457972,5,52,0.10765389720123456
25,11.848184950773948,1,93,0.4050787345413483
26,-15.796656023652838,5,55,0.11964865190674603
27,14.971737262642934,2,78,0.2630544786966695
28,8.12104587056221,2,72,0.2451419436064279
29,-14.290839046727859,5,53,0.11171188735037163
30,29.867031288367826,2,78,0.2964099818601524
31,6.643447855290929,2,61,0.23052080418003087
32,96.88097259243311,1,84,0.44153288182373407
33,21.976776528456128,1,89,0.7348181231257523
34,35.48197415922651,2,83,0.574687175712087
35,30.050849852104164,0,96,0.7144133020013802
36,2.732808625148386,2,85,0.35628639515660565
37,52.78598328780281,1,89,0.5004303268660093
38,58.39927405810524,0,96,0.8706470185107097
39,84.54849171358009,1,96,0.47212470821166136
40,114.93640601353057,1,95,0.7436182309245746
41,31.40709681401752,0,96,0.7382454725984574
42,99.68207364855154,1,87,0.4925982680444233
43,59.78479560307446,1,94,0.7692499731292404
44,66.30468194210569,0,96,0.8967893762665677
45,42.52377887376259,1,89,0.7854883769611307
46,32.112145923755705,1,95,0.840364721879404
47,84.06394965614287,1,92,0.7512565830457535
48,17.874699250261127,1,89,0.7458495623934748
49,80.25653262695735,0,96,0.8039125995894114
50,49.727618406213686,0,96,0.8893048771954897
51,119.89056005720492,1,89,0.6807346071451837
52,61.65830425850258,0,96,0.7724387056401685
53,114.97259220832412,2,83,0.4575814239414978
54,290.51944754209444,0,96,0.8988939952548517
55,23.662882735779913,0,96,0.8519406007521162
56,22.23152502773725,0,96,0.8301505247423253
57,65.20329683207231,0,96,0.8618597164390123
58,99.7799979105755,0,96,0.8162386195594638
59,31.547864725536055,0,96,0.9071201089390236
60,49.4926279332964,0,96,0.8808890601874921
61,31.748624929673195,1,92,0.8633241062043714
62,60.47501057843866,0,96,0.7318285470851694
63,72.71419693278094,0,96,0.8948972737512362
64,-20.027783302337635,1,89,0.8060540278616002
65,22.409884584002036,1,95,0.7682828163411423
66,27.38352164465336,1,92,0.7055485516628901
67,63.35960909685589,1,95,0.8626658037235432
68,72.29879459769792,0,96,0.8174769245780519
69,45.50697214321568,1,96,0.8332694151719032
70,55.37355394036569,0,96,0.7950774760146254
71,135.6608622082249,0,96,0.8295289410951345
72,30.064358425439053,0,96,0.8217737469958365
73,51.87871027219564,0,96,0.8903314659504931
74,202.8517318241668,0,96,0.7410682411995081
75,34.60240057700786,1,90,0.8184712428541229
76,82.58442874524853,0,96,0.9137609020398968
77,69.7828729274007,1,93,0.7658106164900739
78,51.32286630705893,1,94,0.8475136524598699
79,32.57787325297449,1,94,0.7515591451621116
80,87.45586932996363,1,91,0.7621706443745289
