episode,episode_return,starts,on_steps,cap_factor
1,25.615997388400164,1,96,0.4658134826024373
2,35.574955568498936,0,96,0.4751383167505264
3,17.689732596333684,0,96,0.5090906465053558
4,117.73038014656913,1,92,0.4113640144964059
5,21.5129600452413,1,96,0.4422702068090439
6,77.62060623607759,1,95,0.4729708198706309
7,35.6357433125641,0,96,0.4897463071346283
8,84.70000799409914,1,88,0.3898857432603836
9,48.76998450406142,0,96,0.46227033774058024
10,1.3337366110504207,1,94,0.4302874449888865
11,120.89047790309755,0,96,0.4703303494056066
12,69.77894612909377,1,96,0.46775976061820984
13,60.735647433811266,1,94,0.5155978411436081
14,19.359173538928264,0,96,0.5373802804946899
15,37.12791092000329,1,87,0.4654248688618342
16,99.69831479817297,0,96,0.4669236717386209
17,23.176452320171517,1,94,0.28278556358838364
18,59.75298971295223,1,90,0.5775780200644302
19,20.30835616869494,0,96,0.8555446298822567
20,63.11537421957182,1,94,0.8725995817710699
21,76.62289986052245,0,96,0.9166612489655838
22,106.4000598779715,0,96,0.9097263573464901
23,246.87796544051656,0,96,0.9298110837146206
24,30.92720106745352,0,96,0.8996363820317519
25,108.5344256126359,0,96,0.921642724722787
26,40.9617441156877,0,96,0.8593005998168237
27,40.96408895168377,1,96,0.8912901623700068
28,44.55024836346921,1,96,0.9264778716555926
29,31.795339093721118,0,96,0.8953366920391731
30,313.50771699514524,0,96,0.9464042963973592
31,24.967791824760447,1,92,0.8888939877849036
32,34.99167423554563,0,96,0.928968643841583
33,312.7004133699693,0,96,0.9189656656272343
34,44.84545976763433,1,89,0.8202598595968734
35,129.45577941957632,0,96,0.9198135834506954
36,178.75024029061996,0,96,0.8725118752506978
37,43.31647252721983,1,94,0.8886844583951995
38,66.06822623262396,0,96,0.9013362219574318
39,169.78851370818393,1,89,0.8282944919708309
40,158.66183908184286,1,92,0.8625507353701155
41,44.52773639537056,1,90,0.8452871681645058
42,53.98091338615094,1,92,0.8392204229637305
43,14.454278221338477,1,91,0.8703522029647165
44,230.1660273494193,1,93,0.8774511874568933
45,22.032675189115277,0,96,0.915009538433552
46,236.71081823140608,0,96,0.896220343935762
47,34.19562388787791,0,96,0.9045793897188594
48,120.96046752757933,0,96,0.9199902024122468
49,27.88891173532252,1,91,0.8829954132028479
50,38.838752184314934,1,89,0.8524366671748337
51,79.44463940753361,0,96,0.9326775473523234
52,65.90651828576907,0,96,0.9102622579803218
53,82.19788356086285,0,96,0.9194509507967029
54,151.772449179578,0,96,0.9096126254164502
55,33.22048235755147,0,96,0.92800152712303
56,69.80631809669867,1,92,0.8879733275646265
57,63.65671433560111,0,96,0.9050576125046734
58,90.32361843278846,0,96,0.9199535355935448
59,27.9550290268081,0,96,0.9413710495282234
60,56.239765937377065,1,91,0.8691487114145804
