split,episode,t,DAM,BM,ref,side,q,delta,limit,cleared,reward
train,1,56,89.75,106.11000061035156,55.97999954223633,1,1.0,-30.0,25.979999542236328,0,0.0
train,1,57,89.75,106.11000061035156,55.97999954223633,0,1.0,-5.0,50.97999954223633,1,-0.16360000610351563
train,1,58,74.0,101.51000213623047,51.0,1,1.0,0.0,51.0,0,0.0
train,1,59,74.0,101.51000213623047,51.0,0,1.0,-45.0,6.0,1,-0.2751000213623047
train,1,60,81.0,55.40999984741211,59.0,0,1.0,-45.0,14.0,1,0.2559000015258789
train,1,61,81.0,55.40999984741211,59.0,1,1.0,-15.0,44.0,0,0.0
train,1,62,78.0,99.12999725341797,56.810001373291016,0,1.0,-5.0,51.810001373291016,1,-0.2112999725341797
train,1,63,78.0,99.12999725341797,56.810001373291016,1,1.0,-35.0,21.810001373291016,0,0.0
train,1,64,74.0,83.08999633789062,56.2599983215332,0,1.0,-20.0,36.2599983215332,1,-0.09089996337890625
train,1,65,74.0,83.08999633789062,56.2599983215332,1,1.0,5.0,61.2599983215332,0,0.0
train,1,66,65.0,53.880001068115234,56.0,0,1.0,20.0,76.0,0,0.0
train,1,67,65.0,53.880001068115234,56.0,1,1.0,40.0,96.0,1,-0.11119998931884766
train,1,68,62.0,63.150001525878906,56.93000030517578,0,1.0,-50.0,6.930000305175781,1,-0.011500015258789062
train,1,69,62.0,63.150001525878906,56.93000030517578,1,1.0,20.0,76.93000030517578,1,0.011500015258789062
train,1,70,61.54999923706055,86.0999984741211,57.369998931884766,1,1.0,-35.0,22.369998931884766,0,0.0
train,1,71,61.54999923706055,86.0999984741211,57.369998931884766,0,1.0,10.0,67.36999893188477,0,0.0
train,1,72,59.72999954223633,74.2699966430664,56.72999954223633,1,1.0,0.0,56.72999954223633,0,0.0
train,1,73,59.72999954223633,74.2699966430664,56.72999954223633,0,1.0,50.0,106.72999954223633,0,0.0
train,1,74,60.02000045776367,48.2400016784668,65.0,0,1.0,5.0,70.0,0,0.0
train,1,75,60.02000045776367,48.2400016784668,65.0,1,1.0,-30.0,35.0,0,0.0
train,1,76,59.970001220703125,155.25999450683594,66.44999694824219,0,1.0,-20.0,46.44999694824219,1,-0.9528999328613281
train,1,77,59.970001220703125,155.25999450683594,66.44999694824219,1,1.0,-30.0,36.44999694824219,0,0.0
train,1,78,65.58999633789062,33.43000030517578,78.5999984741211,0,1.0,25.0,103.5999984741211,0,0.0
train,1,79,65.58999633789062,33.43000030517578,78.5999984741211,1,1.0,50.0,128.5999984741211,1,-0.32159996032714844
train,1,80,73.80000305175781,38.2599983215332,85.19000244140625,0,1.0,-35.0,50.19000244140625,1,0.3554000473022461
train,1,81,73.80000305175781,38.2599983215332,85.19000244140625,1,1.0,10.0,95.19000244140625,1,-0.3554000473022461
train,1,82,78.70999908447266,34.18000030517578,89.68000030517578,1,1.0,-30.0,59.68000030517578,0,0.0
train,1,83,78.70999908447266,34.18000030517578,89.68000030517578,0,1.0,50.0,139.68000030517578,0,0.0
train,1,84,75.0,59.040000915527344,89.68000030517578,0,1.0,-10.0,79.68000030517578,0,0.0
train,1,85,75.0,59.040000915527344,89.68000030517578,1,1.0,20.0,109.68000030517578,1,-0.15959999084472656
train,1,86,84.26000213623047,37.470001220703125,85.27999877929688,1,1.0,25.0,110.27999877929688,1,-0.46790000915527347
train,1,87,84.26000213623047,37.470001220703125,85.27999877929688,0,1.0,50.0,135.27999877929688,0,0.0
train,1,88,80.0,40.40999984741211,87.70999908447266,0,1.0,-35.0,52.709999084472656,1,0.3959000015258789
train,1,89,80.0,40.40999984741211,87.70999908447266,1,1.0,25.0,112.70999908447266,1,-0.3959000015258789
train,1,90,68.63999938964844,42.810001373291016,80.0,0,1.0,15.0,95.0,0,0.0
train,1,91,68.63999938964844,42.810001373291016,80.0,1,1.0,30.0,110.0,1,-0.25829998016357425
train,1,92,67.48999786376953,42.869998931884766,85.48999786376953,0,1.0,35.0,120.48999786376953,0,0.0
train,1,93,67.48999786376953,42.869998931884766,85.48999786376953,1,1.0,-25.0,60.48999786376953,0,0.0
train,1,94,77.0,40.790000915527344,94.95999908447266,1,1.0,-5.0,89.95999908447266,1,-0.36209999084472655
train,1,95,77.0,40.790000915527344,94.95999908447266,0,1.0,-35.0,59.959999084472656,1,0.36209999084472655
train,2,0,75.80000305175781,132.9499969482422,77.23999786376953,0,1.0,-50.0,27.23999786376953,1,-0.5714999389648437
train,2,1,75.80000305175781,132.9499969482422,77.23999786376953,1,1.0,-25.0,52.23999786376953,0,0.0
train,2,2,69.33999633789062,97.63999938964844,75.94999694824219,1,1.0,-50.0,25.949996948242188,0,0.0
train,2,3,69.33999633789062,97.63999938964844,75.94999694824219,0,1.0,35.0,110.94999694824219,0,0.0
train,2,4,52.959999084472656,114.44999694824219,50.689998626708984,1,1.0,40.0,90.68999862670898,1,0.6148999786376953
train,2,5,52.959999084472656,114.44999694824219,50.689998626708984,0,1.0,-30.0,20.689998626708984,1,-0.6148999786376953
train,2,6,46.65999984741211,77.80999755859375,47.02000045776367,0,1.0,-40.0,7.020000457763672,1,-0.31149997711181643
train,2,7,46.65999984741211,77.80999755859375,47.02000045776367,1,1.0,30.0,77.02000045776367,1,0.31149997711181643
train,2,8,38.869998931884766,117.44000244140625,38.540000915527344,0,1.0,-35.0,3.5400009155273438,1,-0.7857000350952149
train,2,9,38.869998931884766,117.44000244140625,38.540000915527344,1,1.0,-40.0,-1.4599990844726562,0,0.0
train,2,10,38.83000183105469,30.09000015258789,38.90999984741211,0,1.0,0.0,38.90999984741211,0,0.0
train,2,11,38.83000183105469,30.09000015258789,38.90999984741211,1,1.0,15.0,53.90999984741211,1,-0.08740001678466797
train,2,12,32.939998626708984,63.54999923706055,38.7599983215332,0,1.0,30.0,68.7599983215332,0,0.0
train,2,13,32.939998626708984,63.54999923706055,38.7599983215332,1,1.0,-15.0,23.759998321533203,0,0.0
train,2,14,35.060001373291016,-9.649999618530273,36.959999084472656,1,1.0,-5.0,31.959999084472656,0,0.0
train,2,15,35.060001373291016,-9.649999618530273,36.959999084472656,0,1.0,-50.0,-13.040000915527344,1,0.4471000099182129
train,2,16,37.31999969482422,30.299999237060547,36.7599983215332,0,1.0,0.0,36.7599983215332,1,0.07020000457763673
train,2,17,37.31999969482422,30.299999237060547,36.7599983215332,1,1.0,40.0,76.7599983215332,1,-0.07020000457763673
train,2,18,33.060001373291016,17.93000030517578,34.060001373291016,1,1.0,5.0,39.060001373291016,1,-0.15130001068115234
train,2,19,33.060001373291016,17.93000030517578,34.060001373291016,0,1.0,-40.0,-5.939998626708984,1,0.15130001068115234
train,2,20,34.689998626708984,18.989999771118164,35.290000915527344,0,1.0,-40.0,-4.709999084472656,1,0.15699998855590822
train,2,21,34.689998626708984,18.989999771118164,35.290000915527344,1,1.0,-35.0,0.29000091552734375,0,0.0
train,2,22,38.83000183105469,31.030000686645508,31.56999969482422,0,1.0,-35.0,-3.4300003051757812,1,0.0780000114440918
train,2,23,38.83000183105469,31.030000686645508,31.56999969482422,1,1.0,40.0,71.56999969482422,1,-0.0780000114440918
train,2,24,43.290000915527344,45.68000030517578,44.349998474121094,0,1.0,20.0,64.3499984741211,0,0.0
train,2,25,43.290000915527344,45.68000030517578,44.349998474121094,1,1.0,-35.0,9.349998474121094,0,0.0
train,2,26,59.9900016784668,34.7400016784668,61.369998931884766,0,1.0,50.0,111.36999893188477,0,0.0
train,2,27,59.9900016784668,34.7400016784668,61.369998931884766,1,1.0,35.0,96.36999893188477,1,-0.2525
train,2,28,65.6500015258789,33.220001220703125,66.20999908447266,1,1.0,40.0,106.20999908447266,1,-0.3243000030517578
train,2,29,65.6500015258789,33.220001220703125,66.20999908447266,0,1.0,20.0,86.20999908447266,0,0.0
train,2,30,60.27000045776367,72.87999725341797,62.0,0,1.0,-5.0,57.0,1,-0.12609996795654296
train,2,31,60.27000045776367,72.87999725341797,62.0,1,1.0,-45.0,17.0,0,0.0
train,2,32,55.0,64.16999816894531,53.83000183105469,0,1.0,-30.0,23.830001831054688,1,-0.09169998168945313
train,2,33,55.0,64.16999816894531,53.83000183105469,1,1.0,0.0,53.83000183105469,0,0.0
train,2,34,53.16999816894531,108.80000305175781,48.540000915527344,1,1.0,5.0,53.540000915527344,1,0.556300048828125
train,2,35,53.16999816894531,108.80000305175781,48.540000915527344,0,1.0,-10.0,38.540000915527344,1,-0.556300048828125
train,2,36,75.0,68.06999969482422,44.560001373291016,0,1.0,5.0,49.560001373291016,1,0.06930000305175782
train,2,37,75.0,68.06999969482422,44.560001373291016,1,1.0,-40.0,4.560001373291016,0,0.0
train,2,38,76.7699966430664,14.779999732971191,42.65999984741211,0,1.0,45.0,87.65999984741211,0,0.0
train,2,39,76.7699966430664,14.779999732971191,42.65999984741211,1,1.0,30.0,72.65999984741211,0,0.0
train,2,40,79.0,2.309999942779541,43.220001220703125,1,1.0,-50.0,-6.779998779296875,0,0.0
train,2,41,79.0,2.309999942779541,43.220001220703125,0,1.0,-50.0,-6.779998779296875,1,0.7669000005722046
train,2,42,85.0,16.15999984741211,45.619998931884766,0,1.0,-20.0,25.619998931884766,1,0.6884000015258789
train,2,43,85.0,16.15999984741211,45.619998931884766,1,1.0,45.0,90.61999893188477,1,-0.6884000015258789
train,2,44,99.0,20.770000457763672,52.65999984741211,0,1.0,20.0,72.65999984741211,1,0.7822999954223633
train,2,45,99.0,20.770000457763672,52.65999984741211,1,1.0,0.0,52.65999984741211,0,0.0
train,2,46,119.55000305175781,159.13999938964844,59.54999923706055,0,1.0,45.0,104.54999923706055,1,-0.39589996337890626
train,2,47,119.55000305175781,159.13999938964844,59.54999923706055,1,1.0,-10.0,49.54999923706055,0,0.0
train,2,48,131.8800048828125,29.049999237060547,75.80000305175781,1,1.0,15.0,90.80000305175781,0,0.0
train,2,49,131.8800048828125,29.049999237060547,75.80000305175781,0,1.0,-40.0,35.80000305175781,1,1.0283000564575195
train,2,50,136.3800048828125,154.35000610351562,69.33999633789062,1,1.0,-35.0,34.339996337890625,0,0.0
train,2,51,136.3800048828125,154.35000610351562,69.33999633789062,0,1.0,-40.0,29.339996337890625,1,-0.17970001220703125
train,2,52,85.63999938964844,27.950000762939453,52.959999084472656,1,1.0,5.0,57.959999084472656,0,0.0
train,2,53,85.63999938964844,27.950000762939453,52.959999084472656,0,1.0,15.0,67.95999908447266,1,0.5768999862670898
train,2,54,53.16999816894531,31.93000030517578,46.65999984741211,0,1.0,30.0,76.65999984741211,0,0.0
train,2,55,53.16999816894531,31.93000030517578,46.65999984741211,1,1.0,-10.0,36.65999984741211,0,0.0
train,2,56,45.779998779296875,29.1200008392334,38.869998931884766,0,1.0,-10.0,28.869998931884766,1,0.16659997940063476
train,2,57,45.779998779296875,29.1200008392334,38.869998931884766,1,1.0,45.0,83.86999893188477,1,-0.16659997940063476
train,2,58,43.279998779296875,24.31999969482422,38.83000183105469,0,1.0,-10.0,28.830001831054688,1,0.18959999084472656
train,2,59,43.279998779296875,24.31999969482422,38.83000183105469,1,1.0,-40.0,-1.1699981689453125,0,0.0
train,2,60,39.91999816894531,29.209999084472656,32.939998626708984,0,1.0,50.0,82.93999862670898,0,0.0
train,2,61,39.91999816894531,29.209999084472656,32.939998626708984,1,1.0,-35.0,-2.0600013732910156,0,0.0
train,2,62,42.349998474121094,29.049999237060547,35.060001373291016,0,1.0,10.0,45.060001373291016,0,0.0
train,2,63,42.349998474121094,29.049999237060547,35.060001373291016,1,1.0,20.0,55.060001373291016,1,-0.13299999237060547
train,2,64,42.650001525878906,29.93000030517578,37.31999969482422,1,1.0,-50.0,-12.680000305175781,0,0.0
train,2,65,42.650001525878906,29.93000030517578,37.31999969482422,0,1.0,-30.0,7.319999694824219,1,0.12720001220703125
train,2,66,38.59000015258789,34.970001220703125,33.060001373291016,1,1.0,-35.0,-1.9399986267089844,0,0.0
train,2,67,38.59000015258789,34.970001220703125,33.060001373291016,0,1.0,15.0,48.060001373291016,0,0.0
train,2,68,38.40999984741211,46.369998931884766,34.689998626708984,0,1.0,5.0,39.689998626708984,0,0.0
train,2,69,38.40999984741211,46.369998931884766,34.689998626708984,1,1.0,15.0,49.689998626708984,1,0.07959999084472656
train,2,70,45.369998931884766,29.540000915527344,38.83000183105469,0,1.0,15.0,53.83000183105469,0,0.0
train,2,71,45.369998931884766,29.540000915527344,38.83000183105469,1,1.0,5.0,43.83000183105469,0,0.0
train,2,72,48.720001220703125,28.34000015258789,43.290000915527344,0,1.0,30.0,73.29000091552734,0,0.0
train,2,73,48.720001220703125,28.34000015258789,43.290000915527344,1,1.0,20.0,63.290000915527344,1,-0.20380001068115236
train,2,74,60.150001525878906,31.989999771118164,59.9900016784668,0,1.0,30.0,89.9900016784668,0,0.0
train,2,75,60.150001525878906,31.989999771118164,59.9900016784668,1,1.0,45.0,104.9900016784668,1,-0.28160001754760744
train,2,76,138.3000030517578,168.0399932861328,65.6500015258789,1,1.0,-45.0,20.650001525878906,0,0.0
train,2,77,138.3000030517578,168.0399932861328,65.6500015258789,0,1.0,-10.0,55.650001525878906,1,-0.29739990234375
train,2,78,140.0,189.69000244140625,60.27000045776367,1,1.0,-50.0,10.270000457763672,0,0.0
train,2,79,140.0,189.69000244140625,60.27000045776367,0,1.0,-30.0,30.270000457763672,1,-0.4969000244140625
train,2,80,140.0,135.00999450683594,55.0,1,1.0,-20.0,35.0,0,0.0
train,2,81,140.0,135.00999450683594,55.0,0,1.0,15.0,70.0,1,0.049900054931640625
train,2,82,128.3000030517578,286.760009765625,53.16999816894531,0,1.0,-15.0,38.16999816894531,1,-1.584600067138672
train,2,83,128.3000030517578,286.760009765625,53.16999816894531,1,1.0,25.0,78.16999816894531,0,0.0
train,2,84,130.7100067138672,136.60000610351562,75.0,0,1.0,-5.0,70.0,1,-0.05889999389648438
train,2,85,130.7100067138672,136.60000610351562,75.0,1,1.0,40.0,115.0,0,0.0
train,2,86,100.0,117.44999694824219,76.7699966430664,0,1.0,-10.0,66.7699966430664,1,-0.17449996948242188
train,2,87,100.0,117.44999694824219,76.7699966430664,1,1.0,25.0,101.7699966430664,1,0.17449996948242188
train,2,88,95.55999755859375,29.860000610351562,79.0,0,1.0,5.0,84.0,1,0.6569999694824219
train,2,89,95.55999755859375,29.860000610351562,79.0,1,1.0,-20.0,59.0,0,0.0
train,2,90,79.0,27.479999542236328,85.0,1,1.0,25.0,110.0,1,-0.5152000045776367
train,2,91,79.0,27.479999542236328,85.0,0,1.0,-45.0,40.0,1,0.5152000045776367
train,2,92,105.1500015258789,51.619998931884766,99.0,0,1.0,10.0,109.0,0,0.0
train,2,93,105.1500015258789,51.619998931884766,99.0,1,1.0,-35.0,64.0,0,0.0
train,2,94,150.4600067138672,182.41000366210938,119.55000305175781,1,1.0,40.0,159.5500030517578,1,0.3194999694824219
train,2,95,150.4600067138672,182.41000366210938,119.55000305175781,0,1.0,25.0,144.5500030517578,1,-0.3194999694824219
train,3,0,25.058000564575195,102.30999755859375,25.86400032043457,0,1.0,-35.0,-9.13599967956543,1,-0.7725199699401856
train,3,1,27.86199951171875,77.08000183105469,26.139999389648438,0,1.0,0.0,26.139999389648438,1,-0.4921800231933594
train,3,2,35.400001525878906,54.22999954223633,27.209999084472656,0,1.0,10.0,37.209999084472656,0,0.0
train,3,3,41.31999969482422,42.4900016784668,29.694000244140625,1,1.0,-20.0,9.694000244140625,0,0.0
train,3,4,41.31999969482422,42.4900016784668,29.694000244140625,0,1.0,-35.0,-5.305999755859375,1,-0.011700019836425782
train,3,5,43.62900161743164,49.47999954223633,33.599998474121094,1,1.0,-25.0,8.599998474121094,0,0.0
train,3,6,43.62900161743164,49.47999954223633,33.599998474121094,0,1.0,5.0,38.599998474121094,1,-0.05850997924804688
train,3,7,45.0,47.529998779296875,38.400001525878906,0,1.0,-50.0,-11.599998474121094,1,-0.02529998779296875
train,3,8,45.0,47.529998779296875,38.400001525878906,1,1.0,5.0,43.400001525878906,0,0.0
train,3,9,43.20800018310547,53.560001373291016,43.34700012207031,0,1.0,-10.0,33.34700012207031,1,-0.10352001190185547
train,3,10,43.20800018310547,53.560001373291016,43.34700012207031,1,1.0,50.0,93.34700012207031,1,0.10352001190185547
train,3,11,44.75,34.290000915527344,44.198001861572266,1,1.0,0.0,44.198001861572266,0,0.0
train,3,12,44.75,34.290000915527344,44.198001861572266,0,1.0,5.0,49.198001861572266,0,0.0
train,3,13,45.650001525878906,71.48999786376953,49.89400100708008,0,1.0,-25.0,24.894001007080078,1,-0.25839996337890625
train,3,14,45.650001525878906,71.48999786376953,49.89400100708008,1,1.0,25.0,74.89400100708008,1,0.25839996337890625
train,3,15,45.928001403808594,72.69999694824219,51.297000885009766,0,1.0,-10.0,41.297000885009766,1,-0.26771995544433597
train,3,16,45.928001403808594,72.69999694824219,51.297000885009766,1,1.0,-40.0,11.297000885009766,0,0.0
train,3,17,47.0,61.040000915527344,51.04999923706055,0,1.0,45.0,96.04999923706055,0,0.0
train,3,18,47.0,61.040000915527344,51.04999923706055,1,1.0,45.0,96.04999923706055,1,0.14040000915527345
train,3,19,45.23699951171875,77.19000244140625,44.75899887084961,1,1.0,20.0,64.75899887084961,1,0.319530029296875
train,3,20,45.23699951171875,77.19000244140625,44.75899887084961,0,1.0,50.0,94.75899887084961,0,0.0
train,3,21,51.111000061035156,29.579999923706055,49.5,1,1.0,-35.0,14.5,0,0.0
train,3,22,51.111000061035156,29.579999923706055,49.5,0,1.0,-35.0,14.5,1,0.215310001373291
train,3,23,68.68399810791016,109.51000213623047,63.645999908447266,1,1.0,-15.0,48.645999908447266,0,0.0
train,3,24,68.68399810791016,109.51000213623047,63.645999908447266,0,1.0,-5.0,58.645999908447266,1,-0.4082600402832031
train,3,25,64.81999969482422,47.150001525878906,51.310001373291016,0,1.0,-5.0,46.310001373291016,1,0.17669998168945314
train,3,26,64.81999969482422,47.150001525878906,51.310001373291016,1,1.0,-5.0,46.310001373291016,0,0.0
train,3,27,58.38100051879883,110.36000061035156,35.5099983215332,0,1.0,-35.0,0.5099983215332031,1,-0.5197900009155274
train,3,28,58.38100051879883,110.36000061035156,35.5099983215332,1,1.0,20.0,55.5099983215332,0,0.0
train,3,29,48.52000045776367,69.69999694824219,32.38999938964844,0,1.0,40.0,72.38999938964844,0,0.0
train,3,30,48.52000045776367,69.69999694824219,32.38999938964844,1,1.0,10.0,42.38999938964844,0,0.0
train,3,31,41.79999923706055,132.52000427246094,29.780000686645508,0,1.0,-35.0,-5.219999313354492,1,-0.907200050354004
train,3,32,41.79999923706055,132.52000427246094,29.780000686645508,1,1.0,-5.0,24.780000686645508,0,0.0
train,3,33,37.7239990234375,78.68000030517578,25.799999237060547,0,1.0,0.0,25.799999237060547,1,-0.4095600128173828
train,3,34,37.7239990234375,78.68000030517578,25.799999237060547,1,1.0,15.0,40.79999923706055,1,0.4095600128173828
train,3,35,49.86199951171875,86.97000122070312,31.200000762939453,1,1.0,-15.0,16.200000762939453,0,0.0
train,3,36,49.86199951171875,86.97000122070312,31.200000762939453,0,1.0,-15.0,16.200000762939453,1,-0.3710800170898438
train,3,37,46.65999984741211,33.84000015258789,29.0,1,1.0,-45.0,-16.0,0,0.0
train,3,38,46.65999984741211,33.84000015258789,29.0,0,1.0,10.0,39.0,1,0.1281999969482422
train,3,39,40.31999969482422,67.6500015258789,26.475000381469727,0,1.0,-40.0,-13.524999618530273,1,-0.2733000183105469
train,3,40,40.31999969482422,67.6500015258789,26.475000381469727,1,1.0,-40.0,-13.524999618530273,0,0.0
train,3,41,34.0,125.0999984741211,22.98699951171875,0,1.0,-45.0,-22.01300048828125,1,-0.9109999847412109
train,3,42,34.0,125.0999984741211,22.98699951171875,1,1.0,-25.0,-2.01300048828125,0,0.0
train,3,43,25.610000610351562,88.93000030517578,20.79599952697754,0,1.0,-10.0,10.795999526977539,1,-0.6331999969482422
train,3,44,25.610000610351562,88.93000030517578,20.79599952697754,1,1.0,-30.0,-9.204000473022461,0,0.0
train,3,45,26.0,46.34000015258789,25.058000564575195,0,1.0,-50.0,-24.941999435424805,1,-0.20340000152587892
train,3,46,26.0,46.34000015258789,25.058000564575195,1,1.0,5.0,30.058000564575195,1,0.20340000152587892
train,3,47,30.222999572753906,80.02999877929688,27.86199951171875,1,1.0,-40.0,-12.13800048828125,0,0.0
train,3,48,30.222999572753906,80.02999877929688,27.86199951171875,0,1.0,-25.0,2.86199951171875,1,-0.4980699920654297
train,3,49,40.92399978637695,10.210000038146973,35.400001525878906,0,1.0,30.0,65.4000015258789,0,0.0
train,3,50,40.92399978637695,10.210000038146973,35.400001525878906,1,1.0,-10.0,25.400001525878906,0,0.0
train,3,51,45.30400085449219,11.619999885559082,41.31999969482422,1,1.0,-45.0,-3.6800003051757812,0,0.0
train,3,52,45.30400085449219,11.619999885559082,41.31999969482422,0,1.0,35.0,76.31999969482422,0,0.0
train,3,53,51.9900016784668,40.310001373291016,43.62900161743164,1,1.0,30.0,73.62900161743164,1,-0.11680000305175782
train,3,54,51.9900016784668,40.310001373291016,43.62900161743164,0,1.0,-35.0,8.62900161743164,1,0.11680000305175782
train,3,55,51.94599914550781,98.0,45.0,0,1.0,-10.0,35.0,1,-0.4605400085449219
train,3,56,51.94599914550781,98.0,45.0,1,1.0,50.0,95.0,1,0.4605400085449219
train,3,57,46.83000183105469,43.02000045776367,43.20800018310547,0,1.0,-30.0,13.208000183105469,1,0.03810001373291016
