episode,t,reward,price,P,P_cmd,on,started,revenue,var_cost,no_load,startup,ramp_cost
1,0,-5.0,79.92,50.0,203.32132985057524,1,1,1998.0,428.44960517325,300.0,10000.0,0.0
1,1,1.7344806317227999,68.0,80.0,198.94623706824405,1,0,2720.0,685.5193682772,300.0,0.0,0.0
1,2,2.0370608686188505,59.63,110.0,218.15555752887425,1,0,3279.65,942.58913138115,300.0,0.0,0.0
1,3,2.3853411055149,55.5,140.0,218.38786159992532,1,0,3885.0,1199.6588944851,300.0,0.0,0.0
1,4,2.30882134241095,47.83,170.0,199.38304782037665,1,0,4065.5499999999997,1456.72865758905,300.0,0.0,0.0
1,5,2.372961478928,44.6,200.0,210.12926581145038,1,0,4460.0,1787.038521072,300.0,0.0,0.0
1,6,2.4829557007672003,42.07,230.0,247.84974271111741,1,0,4838.05,2055.0942992328,300.0,0.0,0.0
1,7,2.5521499226063997,39.81,260.0,268.8742899712763,1,0,5175.3,2323.1500773936004,300.0,0.0,0.0
1,8,2.161610012718767,38.63,237.1537273408282,237.1537273408282,1,0,4580.624243588097,2119.01423086933,300.0,0.0,0.0
1,9,1.718673174018141,37.36,207.1537273408282,193.4262661432345,1,0,3869.6316267266707,1850.9584527085299,300.0,0.0,0.0
1,10,1.5308496513100296,38.54,177.1537273408282,175.48601769963267,1,0,3413.7523258577594,1582.90267454773,300.0,0.0,0.0
1,11,1.728423644282362,40.38,180.22730848760506,180.22730848760506,1,0,3638.7893583647465,1610.3657140823846,300.0,0.0,0.0
1,12,1.7378045050495294,45.0,150.22730848760506,113.27984466987935,1,0,3380.1144409711137,1342.3099359215844,300.0,0.0,0.0
1,13,1.7829149631237247,52.52,120.22730848760506,119.79341660488788,1,0,3157.169120884509,1074.2541577607844,300.0,0.0,0.0
1,14,2.7034447044906273,81.49,94.41882710037135,94.41882710037135,1,0,3847.09511020463,843.6504057140025,300.0,0.0,0.0
1,15,2.588556182975929,83.1,88.5657900113996,88.5657900113996,1,0,3679.9085749736532,791.3523919977243,300.0,0.0,0.0
1,16,2.4604372186102474,79.92,88.97516053837467,88.97516053837467,1,0,3555.447415113452,795.0101965032043,300.0,0.0,0.0
1,17,2.551015242436663,77.18,96.1400694496493,96.1400694496493,1,0,3710.045280061967,859.0300376253034,300.0,0.0,0.0
1,18,3.377093091497667,77.18,123.99652584364074,123.99652584364074,1,0,4785.025932306096,1107.932840808429,300.0,0.0,0.0
1,19,3.780878274300181,70.87,153.99652584364074,166.81224983870504,1,0,5456.86689326941,1375.988618969229,300.0,0.0,0.0
1,20,3.238316146416655,60.0,167.97286963644348,167.97286963644348,1,0,5039.186089093304,1500.869942676649,300.0,0.0,0.0
1,21,4.118716319649591,62.51,197.97286963644348,213.783042709323,1,0,6187.6420404870405,1768.9257208374493,300.0,0.0,0.0
1,22,2.840129141495221,50.61,191.82444031219333,191.82444031219333,1,0,4854.117462100052,1713.9883206048307,300.0,0.0,0.0
1,23,3.805836971887816,58.2,203.61399400121158,203.61399400121158,1,0,5925.167225435257,1819.3302535474413,300.0,0.0,0.0
1,24,4.334084787586594,58.13,230.21009077416807,230.21009077416807,1,0,6691.056288351195,2056.971500764601,300.0,0.0,0.0
1,25,4.242045753252142,57.63,228.47533998124996,228.47533998124996,1,0,6583.516921559718,2041.4711683075768,300.0,0.0,0.0
1,26,3.0442396876811344,51.02,201.7664282942197,201.7664282942197,1,0,5147.0615857855455,1802.8218981044108,300.0,0.0,0.0
1,27,2.6535244569770557,51.87,173.7387011754201,173.7387011754201,1,0,4505.91321498452,1552.3887580074645,300.0,0.0,0.0
1,28,2.0141133018293704,46.11,163.8912796153174,163.8912796153174,1,0,3778.5134515311424,1464.4001497017723,300.0,0.0,0.0
1,29,2.1565480189799175,46.8,175.72361746354704,175.72361746354704,1,0,4111.932648647001,1655.3846296670838,300.0,0.0,0.0
1,30,1.6170883665851978,44.59,148.90455286690565,148.90455286690565,1,0,3319.8270061676617,1402.738639582464,300.0,0.0,0.0
1,31,1.2088550397997209,38.95,150.06596139433168,150.06596139433168,1,0,2922.5345981546097,1413.679558354889,300.0,0.0,0.0
1,32,1.1485319029850816,37.83,152.56356752861674,152.56356752861674,1,0,2885.7398798037857,1437.207976818704,300.0,0.0,0.0
1,33,1.3198660770025255,37.28,175.6978546823301,175.6978546823301,1,0,3275.008011278633,1655.1419342761078,300.0,0.0,0.0
1,34,1.3753244419282915,36.9,185.5367000025829,185.5367000025829,1,0,3423.1521150476547,1747.8276731193632,300.0,0.0,0.0
1,35,1.3853802476971966,35.85,198.17249941182087,198.17249941182087,1,0,3552.242051956889,1866.8618042596925,300.0,0.0,0.0
1,36,1.424231193694804,38.15,178.5914509709155,178.5914509709155,1,0,3406.631927270213,1682.400733575409,300.0,0.0,0.0
1,37,1.487949679051519,38.95,177.82383359183885,177.82383359183885,1,0,3463.119159201062,1675.169480149543,300.0,0.0,0.0
1,38,2.6788873806106173,47.97,204.52912501085993,204.52912501085993,1,0,4905.6310633854755,1926.7436827748584,300.0,0.0,0.0
1,39,3.940195619736265,55.0,234.52912501085993,248.87288943787524,1,0,6449.550937798648,2209.355318062383,300.0,0.0,0.0
1,40,3.191232838762821,52.98,204.52912501085993,203.8863306962774,1,0,5417.976521537679,1926.7436827748584,300.0,0.0,0.0
1,41,3.5403234615927497,51.59,234.52912501085993,248.78529187429086,1,0,6049.6787796551325,2209.355318062383,300.0,0.0,0.0
1,42,3.4919224112830696,47.51,264.52912501085996,281.85557416110856,1,0,6283.889364632978,2491.9669533499086,300.0,0.0,0.0
1,43,3.214562012633883,42.82,293.13392014584576,293.13392014584576,1,0,6275.997230322558,2761.4352176886746,300.0,0.0,0.0
1,44,2.9380511287350535,41.39,287.1984493675882,287.1984493675882,1,0,5943.571909662238,2705.5207809271847,300.0,0.0,0.0
1,45,2.6130255130874507,40.85,264.709511930654,264.709511930654,1,0,5406.691781183608,2493.6662680961576,300.0,0.0,0.0
1,46,3.7344589173337313,46.22,294.709511930654,298.7191008498014,1,0,6810.736820717414,2776.2779033836828,300.0,0.0,0.0
1,47,5.0,54.41,324.709511930654,342.7361971298926,1,0,8833.72227207344,3058.8895386712074,300.0,0.0,0.0
1,48,5.0,60.0,354.709511930654,375.4173261685995,1,0,10641.28535791962,3341.5011739587326,300.0,0.0,0.0
1,49,5.0,58.95,384.709511930654,388.4526521970594,1,0,11339.312864156027,3624.1128092462577,300.0,0.0,0.0
1,50,5.0,56.38,370.6977125551891,370.6977125551891,1,0,10449.968516930781,3492.1162247522293,300.0,0.0,0.0
1,51,5.0,59.29,340.6977125551891,308.6087646477815,1,0,10099.983688698581,3209.504589464704,300.0,0.0,0.0
1,52,5.0,53.51,310.6977125551891,292.15471066160165,1,0,8312.717299414086,2926.8929541771795,300.0,0.0,0.0
1,53,3.5752362850820067,44.92,297.7705305570343,297.7705305570343,1,0,6687.92611631099,2812.6898312289836,300.0,0.0,0.0
1,54,3.030843132084862,43.77,267.7705305570343,243.92616364058236,1,0,5860.158061240696,2529.314929155834,300.0,0.0,0.0
1,55,2.658621775484008,42.66,248.95485277373456,248.95485277373456,1,0,5310.207009663758,2351.5852341797504,300.0,0.0,0.0
1,56,2.3337888365458346,39.61,254.2470925871069,254.2470925871069,1,0,5035.363668687652,2401.5748321418173,300.0,0.0,0.0
1,57,2.4010518940540093,39.14,266.7924296501046,266.7924296501046,1,0,5221.127848252548,2520.0759541985385,300.0,0.0,0.0
1,58,2.0973267961271587,39.14,236.79242965010462,221.01861750846703,1,0,4634.027848252547,2236.7010521253887,300.0,0.0,0.0
1,59,1.5144319181726673,36.44,206.79242965010462,197.88686838752983,1,0,3767.758068224906,1953.3261500522385,300.0,0.0,0.0
1,60,1.5594109665598153,39.0,184.9392818442541,184.9392818442541,1,0,3606.315995962955,1746.90502940314,300.0,0.0,0.0
1,61,1.290323117820259,39.42,154.9392818442541,152.10440786543592,1,0,3053.8532451502488,1463.53012732999,300.0,0.0,0.0
