episode,t,reward,price,P,P_cmd,on,started,revenue,var_cost,no_load,startup,ramp_cost
1,0,-9302.0,79.92,50.0,203.9362895673721,1,1,1998.0,1000.0,300.0,10000.0,0.0
1,1,820.0,68.0,80.0,199.17340991980655,1,0,2720.0,1600.0,300.0,0.0,0.0
1,2,779.6500000000001,59.63,110.0,218.2772005952805,1,0,3279.65,2200.0,300.0,0.0,0.0
1,3,785.0,55.5,140.0,218.58682095051125,1,0,3885.0,2800.0,300.0,0.0,0.0
1,4,365.5499999999997,47.83,170.0,199.7542788994782,1,0,4065.5499999999997,3400.0,300.0,0.0,0.0
1,5,160.0,44.6,200.0,210.6030969882082,1,0,4460.0,4000.0,300.0,0.0,0.0
1,6,-61.94999999999982,42.07,230.0,247.91376859002366,1,0,4838.05,4600.0,300.0,0.0,0.0
1,7,-324.6999999999998,39.81,260.0,269.04802654354194,1,0,5175.3,5200.0,300.0,0.0,0.0
1,8,-462.70264194306674,38.63,237.52210502637507,237.52210502637507,1,0,4587.739458584435,4750.442100527502,300.0,0.0,0.0
1,9,-573.9291786348153,37.36,207.52210502637507,193.88889736882044,1,0,3876.5129218926863,4150.442100527502,300.0,0.0,0.0
1,10,-429.59113666925396,38.54,177.52210502637507,176.12082910099986,1,0,3420.8509638582477,3550.4421005275017,300.0,0.0,0.0
1,11,-265.60450929384933,40.38,181.02889845342537,181.02889845342537,1,0,3654.9734597746583,3620.5779690685076,300.0,0.0,0.0
1,12,77.57224613356311,45.0,151.02889845342537,114.20052948433248,1,0,3398.1502152020707,3020.5779690685076,300.0,0.0,0.0
1,13,457.6409043184426,52.52,121.02889845342537,120.45940171230976,1,0,3178.2188733869502,2420.5779690685076,300.0,0.0,0.0
1,14,1669.875146642638,81.49,94.95662312087916,94.95662312087916,1,0,3869.007609060221,1899.1324624175832,300.0,0.0,0.0
1,15,1612.398288509089,83.1,88.74237997721991,88.74237997721991,1,0,3687.2458880534873,1774.8475995443982,300.0,0.0,0.0
1,16,1479.8773623049428,79.92,89.17221254032779,89.17221254032779,1,0,3563.3216131114987,1783.4442508065558,300.0,0.0,0.0
1,17,1491.8587700667836,77.18,96.38831468890712,96.38831468890712,1,0,3719.625063844926,1927.7662937781424,300.0,0.0,0.0
1,18,2013.3417211278615,77.18,124.44011410047668,124.44011410047668,1,0,4802.144003137395,2488.8022820095334,300.0,0.0,0.0
1,19,2083.783161140858,70.87,154.44011410047668,167.10727852522848,1,0,5472.585443150391,3088.8022820095334,300.0,0.0,0.0
1,20,1381.353757399591,60.0,168.1353757399591,168.1353757399591,1,0,5044.061272198773,3362.707514799182,300.0,0.0,0.0
1,21,1930.0136539532396,62.51,198.1353757399591,213.85195140072926,1,0,6192.721168752421,3962.707514799182,300.0,0.0,0.0
1,22,717.4696742277674,50.61,191.79447205047458,191.79447205047458,1,0,4853.359115237259,3835.8894410094917,300.0,0.0,0.0
1,23,1552.4542567269436,58.2,203.56640183812564,203.56640183812564,1,0,5923.782293489457,4071.328036762513,300.0,0.0,0.0
1,24,1785.4914584940543,58.13,230.0597306667462,230.0597306667462,1,0,6686.686071828978,4601.194613334924,300.0,0.0,0.0
1,25,1711.3930343034936,57.63,228.1784497224609,228.1784497224609,1,0,6574.962028752711,4563.568994449218,300.0,0.0,0.0
1,26,810.416895328397,51.02,201.52756721023533,201.52756721023533,1,0,5140.968239533104,4030.5513442047068,300.0,0.0,0.0
1,27,730.3163550198187,51.87,173.60005981799821,173.60005981799821,1,0,4502.317551379783,3472.0011963599645,300.0,0.0,0.0
1,28,200.32108767938416,46.11,163.77122346297364,163.77122346297364,1,0,3775.745556938857,3275.424469259473,300.0,0.0,0.0
1,29,297.36499603133325,46.8,175.69558706803923,175.69558706803923,1,0,4111.276737392118,3513.9117413607846,300.0,0.0,0.0
1,30,42.3277335738112,44.59,149.16241114327283,149.16241114327283,1,0,3325.575956439268,2983.2482228654567,300.0,0.0,0.0
1,31,-378.9975985583178,38.95,150.47161630155824,150.47161630155824,1,0,2930.434727472847,3009.432326031165,300.0,0.0,0.0
1,32,-466.1195157362008,37.83,153.10554445732768,153.10554445732768,1,0,2895.991373410353,3062.1108891465537,300.0,0.0,0.0
1,33,-539.8417691355471,37.28,176.35424201143167,176.35424201143167,1,0,3287.243071093086,3527.0848402286333,300.0,0.0,0.0
1,34,-588.9090204715326,36.9,186.39291643324697,186.39291643324697,1,0,3438.9493081934065,3727.858328664939,300.0,0.0,0.0
1,35,-713.3480016634389,35.85,199.2038562233443,199.2038562233443,1,0,3570.729122803447,3984.077124466886,300.0,0.0,0.0
1,36,-466.25949563625636,38.15,179.73999528243894,179.73999528243894,1,0,3428.5404100125224,3594.799905648779,300.0,0.0,0.0
1,37,-393.94184910727245,38.95,178.9368554424248,178.9368554424248,1,0,3484.795259741223,3578.7371088484956,300.0,0.0,0.0
1,38,519.6334170653718,47.97,205.6796529649615,205.6796529649615,1,0,4933.226476364602,4113.59305929923,300.0,0.0,0.0
1,39,1467.5973972372112,55.0,235.6796529649615,249.57145205994556,1,0,6481.190456536441,4713.59305929923,300.0,0.0,0.0
1,40,1034.8609477425998,52.98,205.6796529649615,204.28760633104304,1,0,5448.45400704183,4113.59305929923,300.0,0.0,0.0
1,41,1065.7635889319517,51.59,235.6796529649615,249.03346081960336,1,0,6079.356648231182,4713.59305929923,300.0,0.0,0.0
