episode,episode_return,starts,on_steps,cap_factor
1,25.615997388400164,1,96,0.4658134826024373
2,35.574955568498936,0,96,0.4751383167505264
3,17.689732596333684,0,96,0.5090906465053558
4,117.73038014656913,1,92,0.4113640144964059
5,21.5129600452413,1,96,0.4422702068090439
6,77.62060623607759,1,95,0.4729708198706309
7,35.6357433125641,0,96,0.4897463071346283
8,84.70000799409914,1,88,0.3898857432603836
9,48.76998450406142,0,96,0.46227033774058024
10,1.3337366110504207,1,94,0.4302874449888865
11,120.89047790309755,0,96,0.4703303494056066
12,69.77894612909377,1,96,0.46775976061820984
13,60.735647433811266,1,94,0.5155978411436081
14,19.359173538928264,0,96,0.5373802804946899
15,37.12791092000329,1,87,0.4654248688618342
16,110.52016862005134,0,96,0.5180264874946284
17,70.6539107100625,1,94,0.8808594715490492
18,82.47431986037766,1,90,0.8023814665616108
19,17.17678052660502,0,96,0.7696963774447378
20,19.211567469700164,2,85,0.32781206384456746
21,68.0164184895674,0,96,0.8253557825772566
22,102.46123250661267,0,96,0.8716966335229309
23,240.16225397197329,0,96,0.9080637669873287
24,28.754338884705568,0,96,0.8472036361432795
25,105.62809779648398,0,96,0.8953223721369921
26,29.557123091855516,0,92,0.5644567050233531
27,1.722952820315315,4,48,0.0955493382765254
28,22.307161484017673,1,96,0.4947615053049492
29,20.45560279336418,0,96,0.5837164134017174
30,312.1583315579092,0,96,0.9424144352807295
31,24.645811672273858,1,92,0.8791875938437496
32,33.98740828539272,0,96,0.906666630153851
33,303.47091331796366,0,96,0.889316124859339
34,42.21493374348858,1,89,0.7693760572892022
35,124.22006595802897,0,96,0.8890289049594009
36,161.80363812107535,0,96,0.7839690079389366
37,41.467687428538994,1,94,0.8523636847325856
38,61.264249612427875,0,96,0.8465385114159577
39,161.7058578439646,1,89,0.7891281495304867
40,153.1510599572248,1,92,0.8289910848947852
41,42.74093696954605,1,90,0.8106532828826127
42,49.075655476143766,1,92,0.7757554920195823
43,14.215402376723528,1,91,0.8508363048273598
44,222.11295261872573,1,93,0.8407737155241367
45,21.157338608699675,0,96,0.8771210970415363
46,220.9449474479154,0,96,0.8365789850937566
47,32.01540081131225,0,96,0.85940753361199
48,117.7847629724446,0,96,0.8961761212312795
49,27.670941538155727,1,91,0.8750861227011865
50,38.01138544858401,1,89,0.8360069016314905
51,77.90980568995725,0,96,0.9111503543951643
52,63.30125408485503,0,96,0.8692557615944047
53,78.69064702573621,0,96,0.8839111078762757
54,144.89637096882032,0,96,0.8695073292953134
55,32.58823211396511,0,96,0.9030912618804869
56,68.51458264131738,1,92,0.8748964955638382
57,59.754413619919475,0,96,0.8549858072841503
58,88.94628682171394,0,96,0.8921289078328795
59,27.381244141741043,0,96,0.9233006014924237
60,55.03350101005471,1,91,0.8473399945706427
