split,episode,steps,ep_return,clear_rate_buy,clear_rate_sell,loss,eps,beta
train,1,96,1151.0836802601066,40.67796610169492,37.83783783783784,nan,nan,nan
val,1,96,-914.1935343000903,nan,nan,nan,nan,nan
train,2,96,-90.51824850402812,46.51162790697674,60.0,nan,nan,nan
val,2,96,32536.16756000376,nan,nan,nan,nan,nan
train,3,96,1171.720007710837,69.6969696969697,49.2063492063492,nan,nan,nan
val,3,96,-814.172248735174,nan,nan,nan,nan,nan
train,4,96,-868.5672912440355,52.94117647058824,51.89873417721519,nan,nan,nan
val,4,96,1135.5744009582008,nan,nan,nan,nan,nan
train,5,96,43.224757136096855,37.5,54.166666666666664,nan,nan,nan
val,5,96,1822.34432748822,nan,nan,nan,nan,nan
train,6,96,304.72961735550405,42.10526315789473,45.45454545454545,nan,nan,nan
val,6,96,7051.79742056427,nan,nan,nan,nan,nan
train,7,96,673.4815889614426,50.0,50.0,nan,nan,nan
val,7,96,4324.715103001907,nan,nan,nan,nan,nan
train,8,96,942.8435533989641,75.0,56.52173913043478,nan,nan,nan
val,8,96,19346.09925810018,nan,nan,nan,nan,nan
train,9,96,3423.801431051039,65.85365853658537,80.0,nan,nan,nan
val,9,96,13869.207104641626,nan,nan,nan,nan,nan
train,10,96,1956.2771282064828,31.57894736842105,50.649350649350644,nan,nan,nan
val,10,96,-3599.538658495421,nan,nan,nan,nan,nan
train,11,96,-772.9319200274579,100.0,57.608695652173914,nan,nan,nan
val,11,96,12029.748850649043,nan,nan,nan,nan,nan
train,12,96,-221.31532541360536,50.0,62.5,nan,nan,nan
val,12,96,953.9102342002419,nan,nan,nan,nan,nan
train,13,96,776.1562867610193,52.27272727272727,50.0,nan,nan,nan
val,13,96,19531.050224209448,nan,nan,nan,nan,nan
train,14,96,3314.5716623912695,15.0,43.42105263157895,nan,nan,nan
val,14,96,-202.31340195132728,nan,nan,nan,nan,nan
train,15,96,3958.0148710104295,100.0,46.31578947368421,nan,nan,nan
val,15,96,9074.497057925764,nan,nan,nan,nan,nan
train,16,96,1027.646925408238,50.0,44.11764705882353,nan,nan,nan
val,16,96,8409.656578773063,nan,nan,nan,nan,nan
train,17,96,3035.186802112279,58.18181818181818,51.21951219512195,nan,nan,nan
val,17,96,32142.40852713997,nan,nan,nan,nan,nan
train,18,96,-1043.6085856829627,46.666666666666664,27.450980392156865,nan,nan,nan
val,18,96,13524.409828907657,nan,nan,nan,nan,nan
train,19,96,-5133.814931835595,60.0,41.30434782608695,nan,nan,nan
val,19,96,-4656.7913419166,nan,nan,nan,nan,nan
train,20,96,1321.383112990708,33.33333333333333,46.236559139784944,nan,nan,nan
val,20,96,5665.328627787939,nan,nan,nan,nan,nan
train,21,96,-619.2404586093547,69.56521739130434,68.4931506849315,nan,nan,nan
val,21,96,837.0808869561381,nan,nan,nan,nan,nan
train,22,96,13588.463040534738,58.92857142857143,57.49999999999999,nan,nan,nan
val,22,96,-1633.5793449593698,nan,nan,nan,nan,nan
train,23,96,-458.48421492911683,70.0,43.93939393939394,nan,nan,nan
val,23,96,-900.2063174235637,nan,nan,nan,nan,nan
train,24,96,1215.1333674382045,50.0,44.565217391304344,nan,nan,nan
val,24,96,1833.8861903504617,nan,nan,nan,nan,nan
train,25,96,-3004.6447248492473,80.0,37.2093023255814,nan,nan,nan
val,25,96,11685.264340311403,nan,nan,nan,nan,nan
train,26,96,-2282.662791633652,60.3448275862069,47.368421052631575,nan,nan,nan
val,26,96,-4125.8305728626765,nan,nan,nan,nan,nan
train,27,96,-147.6528846151794,65.38461538461539,48.57142857142857,nan,nan,nan
val,27,96,8736.22866704152,nan,nan,nan,nan,nan
train,28,96,-11581.678176178311,59.09090909090909,60.810810810810814,nan,nan,nan
val,28,96,9258.25121831176,nan,nan,nan,nan,nan
train,29,96,3044.372243013452,100.0,53.68421052631579,nan,nan,nan
val,29,96,20636.629932839605,nan,nan,nan,nan,nan
train,30,96,-1161.9722648999452,55.172413793103445,59.70149253731343,nan,nan,nan
val,30,96,7493.8863695591945,nan,nan,nan,nan,nan
train,31,96,584.2301757455376,25.0,46.73913043478261,nan,nan,nan
val,31,96,-1347.6981356773042,nan,nan,nan,nan,nan
train,32,96,831.1517505078697,53.125,34.375,nan,nan,nan
val,32,96,14472.186649126335,nan,nan,nan,nan,nan
train,33,96,-2991.278770173948,0.0,55.78947368421052,nan,nan,nan
val,33,96,-1909.362375082957,nan,nan,nan,nan,nan
train,34,96,270.7688183681342,54.347826086956516,54.0,nan,nan,nan
val,34,96,1173.612087418669,nan,nan,nan,nan,nan
train,35,96,1977.734354215084,38.297872340425535,61.224489795918366,nan,nan,nan
val,35,96,11824.283986939903,nan,nan,nan,nan,nan
train,36,96,882.8094738972727,76.47058823529412,46.835443037974684,nan,nan,nan
val,36,96,14852.350121002473,nan,nan,nan,nan,nan
train,37,96,-276.4189999573266,39.130434782608695,76.0,nan,nan,nan
val,37,96,-727.5938694165668,nan,nan,nan,nan,nan
train,38,96,11.934739249773022,56.666666666666664,36.11111111111111,nan,nan,nan
val,38,96,2583.494621186291,nan,nan,nan,nan,nan
train,39,96,-161.37727476640237,80.0,52.32558139534884,nan,nan,nan
val,39,96,6969.6069791978625,nan,nan,nan,nan,nan
train,40,96,-1055.357811774219,0.0,56.84210526315789,nan,nan,nan
val,40,96,310.014848067663,nan,nan,nan,nan,nan
train,41,96,-1680.2378691118543,52.94117647058824,55.69620253164557,nan,nan,nan
val,41,96,18759.88160498774,nan,nan,nan,nan,nan
train,42,96,1072.2573489836,50.0,57.14285714285714,128.55300903320312,0.9996960000000001,0.4004799999999996
val,42,96,10183.471696316736,nan,nan,nan,nan,nan
train,43,96,-3170.076306273442,60.0,56.57894736842105,118.0750961303711,0.9987840000000006,0.4019199999999984
val,43,96,3931.851442944379,nan,nan,nan,nan,nan
train,44,96,33.42040375116987,48.38709677419355,55.88235294117647,99.46912384033203,0.997872000000001,0.40335999999999717
val,44,96,-389.5806827183555,nan,nan,nan,nan,nan
train,45,96,12707.005067278737,52.83018867924528,67.44186046511628,112.47791290283203,0.9969600000000014,0.40479999999999594
val,45,96,10227.5721173787,nan,nan,nan,nan,nan
train,46,96,-1191.6633708804698,31.57894736842105,60.3448275862069,113.21011352539062,0.9960480000000018,0.4062399999999947
val,46,96,-1411.2452371248044,nan,nan,nan,nan,nan
train,47,96,103.97597002490934,50.0,60.60606060606061,93.88677215576172,0.9951360000000022,0.4076799999999935
val,47,96,-2527.0205562445626,nan,nan,nan,nan,nan
train,48,96,-1406.1885396286957,56.25,43.75,125.23641967773438,0.9942240000000027,0.40911999999999227
val,48,96,18632.624486114913,nan,nan,nan,nan,nan
train,49,96,1876.3388531293037,100.0,40.42553191489361,97.23509216308594,0.9933120000000031,0.41055999999999104
val,49,96,9826.863163856438,nan,nan,nan,nan,nan
train,50,96,-14275.908199273574,64.28571428571429,50.0,82.40189361572266,0.9924000000000035,0.4119999999999898
val,50,96,4509.519327174813,nan,nan,nan,nan,nan
train,51,96,1243.6695563433068,0.0,52.083333333333336,121.84449005126953,0.9914880000000039,0.4134399999999886
val,51,96,23097.053976778505,nan,nan,nan,nan,nan
train,52,96,488.9783696492933,48.275862068965516,55.26315789473685,134.46014404296875,0.9905760000000043,0.41487999999998737
val,52,96,-1904.0345842674442,nan,nan,nan,nan,nan
train,53,96,3928.8461190908693,77.14285714285715,68.85245901639344,136.08920288085938,0.9896640000000048,0.41631999999998615
val,53,96,17988.90741656877,nan,nan,nan,nan,nan
train,54,96,-4480.344692104858,77.77777777777779,29.88505747126437,137.87142944335938,0.9887520000000052,0.4177599999999849
val,54,96,4545.5334310211965,nan,nan,nan,nan,nan
train,55,96,-10272.502886391101,88.88888888888889,55.172413793103445,198.70364379882812,0.9878400000000056,0.4191999999999837
val,55,96,-748.8989234746657,nan,nan,nan,nan,nan
train,56,96,-154.25141435389105,0.0,45.83333333333333,191.71563720703125,0.986928000000006,0.4206399999999825
val,56,96,-60.06591027259344,nan,nan,nan,nan,nan
train,57,96,267.33200763441596,50.0,52.12765957446809,128.12718200683594,0.9860160000000064,0.42207999999998125
val,57,96,-4175.0097776968705,nan,nan,nan,nan,nan
train,58,96,-6136.474943803406,56.00000000000001,50.70422535211267,240.164794921875,0.9851040000000069,0.42351999999998
val,58,96,2475.799648926437,nan,nan,nan,nan,nan
train,59,96,1651.4124792071157,50.0,43.75,346.6083068847656,0.9841920000000073,0.4249599999999788
val,59,96,-567.3252944689935,nan,nan,nan,nan,nan
train,60,96,1809.1902799977513,65.0,57.89473684210527,247.4990234375,0.9832800000000077,0.4263999999999776
val,60,96,10253.801320960736,nan,nan,nan,nan,nan
train,61,96,3180.271960295701,31.25,50.0,107.62382507324219,0.9823680000000081,0.42783999999997635
val,61,96,-2958.7088608701592,nan,nan,nan,nan,nan
train,62,96,574.7959618967167,44.26229508196721,31.428571428571427,256.98187255859375,0.9814560000000085,0.4292799999999751
val,62,96,4943.253550806238,nan,nan,nan,nan,nan
train,63,96,-622.6312917585503,0.0,48.95833333333333,167.06179809570312,0.980544000000009,0.4307199999999739
val,63,96,13446.962556354592,nan,nan,nan,nan,nan
train,64,96,-6624.301655330494,0.0,41.66666666666667,281.63690185546875,0.9796320000000094,0.4321599999999727
val,64,96,8119.751654437387,nan,nan,nan,nan,nan
train,65,96,1665.4530384711172,50.0,44.44444444444444,220.78106689453125,0.9787200000000098,0.43359999999997145
val,65,96,2056.4373831458815,nan,nan,nan,nan,nan
train,66,96,1097.1976446940407,48.0,47.82608695652174,149.5146942138672,0.9778080000000102,0.43503999999997023
val,66,96,-5228.10465966789,nan,nan,nan,nan,nan
train,67,96,12206.969670630755,74.07407407407408,60.86956521739131,224.62710571289062,0.9768960000000106,0.436479999999969
val,67,96,16104.69926168261,nan,nan,nan,nan,nan
train,68,96,-1949.9579687976498,54.285714285714285,63.934426229508205,265.7439880371094,0.9759840000000111,0.4379199999999678
val,68,96,2441.512351783553,nan,nan,nan,nan,nan
train,69,96,-799.7838914934932,45.714285714285715,54.09836065573771,378.1925048828125,0.9750720000000115,0.43935999999996656
