episode,episode_return,starts,on_steps,cap_factor
1,23.675997388400166,1,96,0.4658134826024373
2,34.13495556849894,0,96,0.4751383167505264
3,16.24973259633368,0,96,0.5090906465053558
4,115.85038014656911,1,92,0.4113640144964059
5,19.5729600452413,1,96,0.4422702068090439
6,75.69560623607758,1,95,0.4729708198706309
7,34.195743312564126,0,96,0.4897463071346283
8,82.88000799409913,1,88,0.3898857432603836
9,47.32998450406142,0,96,0.46227033774058024
10,-0.5762633889495824,1,94,0.4302874449888865
11,31.687849371297823,1,87,0.5152975750927751
12,73.55948388751142,0,96,0.808922607821481
13,60.91376501344547,0,96,0.751365001632173
14,34.63193869990268,0,96,0.7494632050569378
15,27.299459725307855,1,93,0.8294090302212778
16,24.532932323914007,0,96,0.8496281231409918
17,18.30487941273587,1,94,0.7110087193245317
18,25.14448168854472,1,95,0.8672992371692257
19,65.87941262914924,0,96,0.7351209248880163
20,95.68011184672628,1,91,0.7969441324624217
21,26.0687199865832,1,91,0.5515727462787507
22,11.85758864857366,0,96,0.8017093690307239
23,286.9847553725534,0,96,0.8710939573222407
24,1.096124225718756,1,94,0.7655580409594488
25,32.6027092310432,1,94,0.9043529254122651
26,25.37655111297796,1,91,0.8288270029104736
27,59.46123622283063,0,96,0.8787923948448728
28,40.37828916830582,0,96,0.7472953361404017
29,32.217000600271795,1,91,0.7037553130610632
30,87.2652783598052,0,96,0.8463952673311177
31,27.31279552122747,1,89,0.5818778665012948
32,148.30605665951776,0,96,0.8501501338570381
33,19.978368207653094,1,89,0.7245901482454816
34,35.91880364644151,1,92,0.7353808310449435
35,28.08142101066349,0,96,0.8068212280849403
36,18.48436007362958,1,94,0.7810857170425306
37,56.94925208502914,1,89,0.6080454524212733
38,47.506906732107915,0,96,0.869376038431474
39,113.8136700453103,1,96,0.7828488456635309
40,123.74553595704143,1,95,0.8671182178370088
41,24.922521369754723,0,96,0.7084251351167271
42,136.4857620765601,0,96,0.8519600079349148
43,51.14057731860653,1,94,0.7640703790041267
44,57.31075653910752,0,96,0.9245033340223616
45,36.82556633990216,1,89,0.7862524307096735
46,28.271002118605853,1,95,0.8305076988194202
47,72.34461860461617,1,92,0.7727579547461879
48,16.567995076863816,1,89,0.7350525140731234
49,63.25879174836392,0,96,0.788383307489237
50,40.66235659571726,0,96,0.8867120766779828
51,122.12283385180477,1,89,0.8216544682922722
52,48.83020442723351,0,96,0.7446501711960506
53,170.52872693896023,1,92,0.7468149191585529
54,252.0493812265583,0,96,0.9270679794399433
55,19.355354155973053,0,96,0.8482590842734794
56,18.295645226930052,0,96,0.8233626975936904
57,53.248968986436196,0,96,0.8607750213704523
58,79.94584189408255,0,96,0.8036832905727833
59,26.487149995271796,0,96,0.9172334695071129
60,40.242598485341865,0,96,0.8768782817097629
61,28.90326312032065,1,92,0.8755092994221307
62,47.513033874480115,0,96,0.6974724035826598
63,58.84618669753022,0,96,0.8898430548417586
64,-12.946339395593442,1,89,0.7934565987183009
65,19.905798088366648,1,95,0.7336747669700504
66,23.61076116774418,1,92,0.669972136026932
67,52.59287747981144,1,95,0.8446240000670515
68,58.01356531456846,0,96,0.8044405839038062
69,39.75746281532528,1,96,0.8225764595865731
70,44.10886065524626,0,96,0.7728037755450655
71,106.93089217080468,0,96,0.8117988096143423
72,25.498609774913252,0,96,0.8105505170781289
73,42.16629616290625,0,96,0.8962476657714498
74,150.9154946719691,1,87,0.6810387731679108
75,32.3975151410323,1,90,0.824651627477413
76,68.08233669130969,0,96,0.9255344608832043
77,56.884572505183336,1,93,0.7362488762394621
78,44.830764214252426,1,94,0.8548347917843614
79,27.394645439821414,1,94,0.7125810247167398
80,72.32785977655526,1,91,0.7484733381729999
