episode,episode_return,starts,on_steps,cap_factor
1,25.615997388400164,1,96,0.4658134826024373
2,35.574955568498936,0,96,0.4751383167505264
3,17.689732596333684,0,96,0.5090906465053558
4,117.73038014656913,1,92,0.4113640144964059
5,21.5129600452413,1,96,0.4422702068090439
6,77.62060623607759,1,95,0.4729708198706309
7,35.6357433125641,0,96,0.4897463071346283
8,84.70000799409914,1,88,0.3898857432603836
9,48.76998450406142,0,96,0.46227033774058024
10,1.3337366110504207,1,94,0.4302874449888865
11,120.89047790309755,0,96,0.4703303494056066
12,69.77894612909377,1,96,0.46775976061820984
13,60.735647433811266,1,94,0.5155978411436081
14,19.359173538928264,0,96,0.5373802804946899
15,37.12791092000329,1,87,0.4654248688618342
16,110.24033534955969,0,96,0.5157781616215272
17,62.055526550509974,1,94,0.75558490728618
18,84.97496924356635,1,90,0.8279493514749501
19,16.67463726465741,0,96,0.746819296820632
20,37.92270975376453,1,94,0.5462500409799408
21,55.35573618852995,0,96,0.6786749334901342
22,103.54484329683913,0,96,0.87956422236679
23,246.89067833521375,0,96,0.9298542954926257
24,30.9025090830588,0,96,0.8990974611160079
25,108.55967387053289,0,96,0.9218466973803086
26,40.926485733397186,0,96,0.8585304728382673
27,40.94613940406136,1,96,0.8908848857535924
28,44.54010299492691,1,96,0.9263176302944401
29,31.784780493098662,0,96,0.8951041616042468
30,313.5077289970804,0,96,0.9464043377232463
31,24.966281412300884,1,92,0.8888490490616573
32,34.990122817950244,0,96,0.9289287325714414
33,312.7004352503768,0,96,0.918965754636837
34,44.84236332887221,1,89,0.8201953562450262
35,129.45652354925502,0,96,0.9198183772535926
36,178.75432809809928,0,96,0.8725375386265523
37,43.314597817535464,1,94,0.8886509272062346
38,66.065917283206,0,96,0.9013107946159706
39,169.78854741779685,1,89,0.828294689063523
40,158.66215927742567,1,92,0.8625526975550215
41,44.52636813720242,1,90,0.8452649793420774
42,53.97964096551274,1,92,0.8392030033076127
43,14.45426706901817,1,91,0.8703511022656096
44,230.16605265524612,1,93,0.877451324150212
45,22.032607853787493,0,96,0.9150067664202057
46,236.71070838118217,0,96,0.8962194443029902
47,34.1955702199354,0,96,0.9045782691515376
48,120.96033827306215,0,96,0.9199891342970125
49,27.88889347397663,1,91,0.8829948592770158
50,38.83862903877609,1,89,0.8524339921183762
51,79.44441372131868,0,96,0.9326746378509297
52,65.90621535664668,0,96,0.9102585632870743
53,82.19741500815316,0,96,0.9194455601526295
54,151.77244414872467,0,96,0.9096126007798637
55,33.220420039785594,0,96,0.9280005718592563
56,69.80627772969984,1,92,0.887972983447144
57,63.65669030020673,0,96,0.9050572230876609
58,90.32359681978191,0,96,0.9199533114800804
59,27.955028751506976,0,96,0.9413710399914802
60,56.23966993152752,1,91,0.869147213351175
