episode,t,reward,price,P,P_cmd,on,started,revenue,var_cost,no_load,startup,ramp_cost
1,0,-18788.5287625445,79.92,100.0,241.1053466796875,1,1,1998.0,486.5287625445,200.0,20000.0,100.0
1,1,1570.20685618325,68.0,150.0,217.95327758789062,1,0,2550.0,729.79314381675,200.0,0.0,50.0
1,2,1482.3106163517132,59.63,169.4619140625,169.4619140625,1,0,2526.2534838867186,824.4809534725053,200.0,0.0,19.4619140625
1,3,1727.2887228724321,55.5,219.4619140625,258.3576354980469,1,0,3045.0340576171875,1067.7453347447554,200.0,0.0,50.0
1,4,996.9575207334078,47.83,175.03488159179688,175.03488159179688,1,0,2092.979596633911,851.5950434298002,200.0,0.0,44.427032470703125
1,5,1164.2795050464852,44.6,225.03488159179688,356.7091979980469,1,0,2509.1389297485352,1094.85942470205,200.0,0.0,50.0
1,6,1304.5555611674233,42.07,275.0348815917969,385.4651184082031,1,0,2892.6793671417236,1338.1238059743002,200.0,0.0,50.0
1,7,894.8002343403086,39.81,225.03488159179688,153.37660217285156,1,0,2239.6596590423587,1094.85942470205,200.0,0.0,50.0
1,8,1068.0255629984783,38.63,275.0348815917969,316.69000244140625,1,0,2656.1493689727786,1338.1238059743002,200.0,0.0,50.0
1,9,756.9663693653329,37.36,225.03488159179688,211.55796813964844,1,0,2101.825794067383,1094.85942470205,200.0,0.0,50.0
1,10,881.5807064017129,38.54,227.2178192138672,227.2178192138672,1,0,2189.2436881256103,1105.4800441018272,200.0,0.0,2.1829376220703125
1,11,1199.769459589912,40.38,277.2178192138672,370.2386474609375,1,0,2798.5138849639893,1348.7444253740773,200.0,0.0,50.0
1,12,1200.7204220541787,45.0,227.2178192138672,28.4144229888916,1,0,2556.200466156006,1105.4800441018272,200.0,0.0,50.0
1,13,1214.6543034484991,52.52,177.2178192138672,34.85171890258789,1,0,2326.8699662780764,862.2156628295772,200.0,0.0,50.0
1,14,1722.793740377182,81.49,127.21781921386719,8.087359428405762,1,0,2591.745021934509,618.9512815573272,200.0,0.0,50.0
