episode,episode_return,starts,on_steps,cap_factor
1,226.51960911210705,1,96,0.4658134826024373
2,323.06273354264124,0,96,0.4751383167505264
3,162.49732596333683,0,96,0.5090906465053558
4,388.8555310764675,1,92,0.4113640144964059
5,194.39549730196882,1,96,0.4422702068090439
6,452.1728640865274,1,95,0.4729708198706309
7,297.3047115095599,0,96,0.4897463071346283
8,367.2038864809557,1,88,0.3898857432603836
9,345.95214615536685,0,96,0.46227033774058024
10,0.5654864640318733,1,94,0.4302874449888865
11,301.1039053109657,0,96,0.5425220504310457
12,420.1067605090051,1,93,0.652025714214509
13,164.8075235234236,1,95,0.6000848088970265
14,120.42118255059688,1,95,0.5861778834699973
15,354.0736312310874,1,96,0.7206640700390042
16,205.00635742047524,1,90,0.6822399583799993
17,438.9363904945534,1,95,0.8338088867918731
18,196.84312137347837,1,89,0.8475564482554517
19,208.77350312893083,1,96,0.8655063470662816
20,436.88208576873086,0,96,0.9112549931829618
21,469.02012662843623,0,96,0.8182474064530193
22,236.28202589225222,1,95,0.87096296820344
23,181.42748303922417,0,96,0.9141558138858734
24,309.0519864969587,0,96,0.8920215987383338
25,262.70545893603963,0,96,0.9426756283523442
26,272.34913147125843,1,90,0.853480238031666
27,449.2998521552734,1,92,0.8828706273344687
28,313.9395087706321,1,93,0.8379342034285032
29,288.9016708139505,1,90,0.8237631804286347
30,308.19376104935867,0,96,0.9148854944584872
31,349.66266058032454,0,96,0.8380515431215149
32,462.7027701453601,1,96,0.8977849818768819
33,480.0,0,96,0.8980653614092909
34,445.1601767753523,1,94,0.8591101550473393
35,374.9931656473721,0,96,0.8983396442899662
36,325.92381977306155,0,96,0.8987041151287846
37,316.49551843891214,1,95,0.8272494488846995
38,343.1888785987898,1,89,0.8451069385771218
39,316.1524578422134,1,90,0.814567849328337
40,143.4727802374062,0,96,0.9280760128404364
41,458.03506627214824,0,96,0.8506242014328672
42,470.96609132748716,0,96,0.9153882538733209
43,259.7248177923307,0,96,0.8839981306699218
44,247.6526433716101,0,96,0.9395692244102285
45,340.6121350695828,0,96,0.9133621229001432
46,217.2281988291968,1,95,0.8972648162205749
47,242.8433228813627,0,96,0.8984520333218317
48,455.195731888251,1,93,0.8608488432223849
49,206.09815392599887,0,96,0.8843696887891995
50,309.41446729712675,0,96,0.9257393297080592
51,445.7750050935588,1,93,0.8921533903560757
52,249.99528153132925,1,93,0.8344336583072861
53,479.8941073067292,0,96,0.887396572847296
54,230.11749711011944,1,92,0.8923843448005884
55,260.6391120064724,0,96,0.9128579654755921
56,268.25837830717,1,96,0.8948058415380015
57,333.56707383843076,1,96,0.9032132768093843
58,8.762637205597443,1,96,0.8753424941969996
59,243.44974550566656,0,96,0.9372707667207849
60,462.9348889248925,1,96,0.9118408525147371
61,356.35690874658997,1,89,0.8578094780087653
62,372.9142701612961,0,96,0.8505541118644192
63,403.6683922123842,0,96,0.9307397195672864
64,149.16406093660322,1,90,0.8587693387495472
65,247.7812639928317,0,96,0.8756733421522672
66,455.81028807722504,1,96,0.8521215088025785
67,451.805406959741,1,95,0.9048758568685605
68,462.54647065459,0,96,0.8885993435197209
69,259.89285585214833,1,96,0.8997970174993365
70,246.5363746794522,0,96,0.8769640339084053
71,480.0,0,96,0.8975843309748482
72,248.4360020634807,0,96,0.8979116271576426
73,463.8798141059808,0,96,0.9325176785987117
74,173.57685244233727,1,90,0.7946862776025598
75,455.0,1,93,0.8865665887945509
76,382.01241933350104,1,91,0.8805591802202726
77,450.238899331424,1,94,0.8613694453879295
78,464.10333387822,1,95,0.9038707376935349
79,344.0384879297772,1,90,0.8139853496783664
80,359.8872548573841,0,96,0.8838919959750549
