split,episode,steps,ep_return,clear_rate_buy,clear_rate_sell,loss,eps,beta
train,49,48,1035.7157625936989,100.0,46.808510638297875,272.8021545410156,0.9871560000000059,0.4202799999999828
val,49,48,4708.537112000696,nan,nan,nan,nan,nan
train,50,48,-5869.506031841409,100.0,43.47826086956522,184.3585205078125,0.9867000000000061,0.42099999999998217
val,50,48,194.28790181545415,nan,nan,nan,nan,nan
train,51,48,698.3492166105956,0.0,54.166666666666664,244.37771606445312,0.9862440000000063,0.42171999999998155
val,51,48,9941.008075697016,nan,nan,nan,nan,nan
train,52,48,684.923301388247,57.89473684210527,58.620689655172406,223.09625244140625,0.9857880000000065,0.42243999999998094
val,52,48,-5291.333941389385,nan,nan,nan,nan,nan
train,53,48,2349.397142745207,88.88888888888889,100.0,166.96221923828125,0.9853320000000068,0.42315999999998033
val,53,48,5036.108735813459,nan,nan,nan,nan,nan
train,54,48,-3128.6743469887037,66.66666666666666,26.190476190476193,354.71441650390625,0.984876000000007,0.4238799999999797
val,54,48,2481.0253985460304,nan,nan,nan,nan,nan
train,55,48,-14380.940642735863,100.0,82.92682926829268,258.84222412109375,0.9844200000000072,0.4245999999999791
val,55,48,1602.487674904575,nan,nan,nan,nan,nan
train,56,48,-1013.2475957358566,0.0,27.083333333333332,307.8487854003906,0.9839640000000074,0.4253199999999785
val,56,48,2305.53222333542,nan,nan,nan,nan,nan
train,57,48,-1166.7026885791215,50.0,54.347826086956516,387.8555908203125,0.9835080000000076,0.4260399999999779
val,57,48,-41.25365864105052,nan,nan,nan,nan,nan
train,58,48,-6013.640671481853,50.0,63.04347826086957,363.57269287109375,0.9830520000000078,0.42675999999997727
val,58,48,-496.3490249401483,nan,nan,nan,nan,nan
train,59,48,1434.7071398052747,66.66666666666666,38.88888888888889,218.97171020507812,0.982596000000008,0.42747999999997666
val,59,48,-2786.5721529556226,nan,nan,nan,nan,nan
train,60,48,349.3247484437379,81.81818181818183,59.45945945945946,431.50604248046875,0.9821400000000082,0.42819999999997604
val,60,48,12304.883504470956,nan,nan,nan,nan,nan
train,61,48,654.2043065575472,0.0,46.808510638297875,353.4102478027344,0.9816840000000084,0.42891999999997543
val,61,48,1181.302126591754,nan,nan,nan,nan,nan
train,62,48,-560.4342440949822,75.0,20.833333333333336,340.1844482421875,0.9812280000000086,0.4296399999999748
val,62,48,-2566.996487907521,nan,nan,nan,nan,nan
train,63,48,-666.9099457401409,0.0,64.58333333333334,284.8655700683594,0.9807720000000089,0.4303599999999742
val,63,48,8220.106662325636,nan,nan,nan,nan,nan
train,64,48,-9322.292691641525,0.0,75.0,433.1427917480469,0.9803160000000091,0.4310799999999736
val,64,48,-5695.399527887912,nan,nan,nan,nan,nan
train,65,48,420.9908897012285,0.0,37.5,340.1533203125,0.9798600000000093,0.431799999999973
val,65,48,1642.068182064946,nan,nan,nan,nan,nan
train,66,48,800.326764835977,21.428571428571427,80.0,227.180908203125,0.9794040000000095,0.43251999999997237
val,66,48,774.1142405448352,nan,nan,nan,nan,nan
train,67,48,175.62843492801852,80.0,47.82608695652174,485.5662841796875,0.9789480000000097,0.43323999999997176
val,67,48,5651.17633150072,nan,nan,nan,nan,nan
train,68,48,-2632.866659817697,63.63636363636363,73.33333333333333,364.52001953125,0.9784920000000099,0.43395999999997115
val,68,48,-978.239632628794,nan,nan,nan,nan,nan
train,69,48,-316.201572060927,0.0,60.86956521739131,499.6765441894531,0.9780360000000101,0.43467999999997053
val,69,48,-1731.0586982064892,nan,nan,nan,nan,nan
train,70,48,950.4466082423158,0.0,39.58333333333333,255.50527954101562,0.9775800000000103,0.4353999999999699
val,70,48,-2981.641872735138,nan,nan,nan,nan,nan
train,71,48,1163.62926547,38.46153846153847,40.0,515.9730834960938,0.9771240000000105,0.4361199999999693
val,71,48,2176.6764786623944,nan,nan,nan,nan,nan
train,72,48,-79.03017861272801,100.0,41.86046511627907,428.2191162109375,0.9766680000000107,0.4368399999999687
val,72,48,3170.644227949373,nan,nan,nan,nan,nan
train,73,48,-130.01869207254413,52.63157894736842,48.275862068965516,385.745849609375,0.976212000000011,0.4375599999999681
val,73,48,1705.9431458490717,nan,nan,nan,nan,nan
train,74,48,1785.3678447893826,81.25,68.75,240.0345458984375,0.9757560000000112,0.4382799999999675
val,74,48,3129.638150024191,nan,nan,nan,nan,nan
train,75,48,4389.245334512023,0.0,54.166666666666664,550.88037109375,0.9753000000000114,0.43899999999996686
val,75,48,-4651.888156626781,nan,nan,nan,nan,nan
train,76,48,-411.63777116458886,57.14285714285714,70.73170731707317,434.92333984375,0.9748440000000116,0.43971999999996625
val,76,48,-1171.7422840099716,nan,nan,nan,nan,nan
train,77,48,-5535.051579007113,0.0,60.0,478.67840576171875,0.9743880000000118,0.44043999999996564
val,77,48,4539.011112667691,nan,nan,nan,nan,nan
train,78,48,361.4264939134956,22.22222222222222,71.42857142857143,254.45025634765625,0.973932000000012,0.441159999999965
val,78,48,411.15600469825597,nan,nan,nan,nan,nan
train,79,48,557.615100613198,75.0,55.00000000000001,418.2708740234375,0.9734760000000122,0.4418799999999644
val,79,48,-8174.931126820002,nan,nan,nan,nan,nan
train,80,48,14802.89236362762,60.97560975609756,14.285714285714285,550.297607421875,0.9730200000000124,0.4425999999999638
val,80,48,-3353.1872478967,nan,nan,nan,nan,nan
train,81,48,2108.405012268134,68.0,34.78260869565217,434.90399169921875,0.9725640000000126,0.4433199999999632
val,81,48,405.12709471696246,nan,nan,nan,nan,nan
train,82,48,199.20617029328633,0.0,29.166666666666668,590.3215942382812,0.9721080000000129,0.4440399999999626
val,82,48,3451.407132144103,nan,nan,nan,nan,nan
train,83,48,332.8069992132347,54.285714285714285,61.53846153846154,525.79296875,0.9716520000000131,0.44475999999996196
val,83,48,3423.7474057406757,nan,nan,nan,nan,nan
train,84,48,3465.6146955675827,100.0,71.42857142857143,424.67205810546875,0.9711960000000133,0.44547999999996135
val,84,48,-2129.3939867236786,nan,nan,nan,nan,nan
train,85,48,592.4767473758079,20.0,62.7906976744186,549.281982421875,0.9707400000000135,0.44619999999996074
val,85,48,-4087.037310882419,nan,nan,nan,nan,nan
train,86,48,-254.3246760280889,48.837209302325576,100.0,492.3136291503906,0.9702840000000137,0.4469199999999601
val,86,48,3972.2143595787406,nan,nan,nan,nan,nan
train,87,48,112.06287862279612,52.0,56.52173913043478,311.7857360839844,0.9698280000000139,0.4476399999999595
val,87,48,20806.406328190955,nan,nan,nan,nan,nan
train,88,48,860.1542530076953,54.54545454545454,37.83783783783784,440.9634704589844,0.9693720000000141,0.4483599999999589
val,88,48,9602.751787399739,nan,nan,nan,nan,nan
train,89,48,133.5570317419282,0.0,39.58333333333333,293.97357177734375,0.9689160000000143,0.4490799999999583
val,89,48,9039.599513370656,nan,nan,nan,nan,nan
train,90,48,205.09179461482142,53.333333333333336,50.0,351.198974609375,0.9684600000000145,0.4497999999999577
val,90,48,-4442.600110586343,nan,nan,nan,nan,nan
train,91,48,-2995.351124163816,0.0,70.83333333333334,311.32061767578125,0.9680040000000147,0.45051999999995707
val,91,48,4931.052345626224,nan,nan,nan,nan,nan
train,92,48,-1548.344549640348,36.84210526315789,65.51724137931035,634.977783203125,0.967548000000015,0.45123999999995645
val,92,48,-1644.0072213265596,nan,nan,nan,nan,nan
train,93,48,-593.7535837517499,9.090909090909092,70.27027027027027,506.57586669921875,0.9670920000000152,0.45195999999995584
val,93,48,4958.866930010374,nan,nan,nan,nan,nan
train,94,48,5553.267027357615,54.54545454545454,53.84615384615385,407.2192687988281,0.9666360000000154,0.45267999999995523
val,94,48,9955.061195797105,nan,nan,nan,nan,nan
train,95,48,1305.1617145277298,45.0,75.0,576.24072265625,0.9661800000000156,0.4533999999999546
val,95,48,5328.108788137231,nan,nan,nan,nan,nan
train,96,48,649.9464482382539,33.33333333333333,38.46153846153847,659.62841796875,0.9657240000000158,0.454119999999954
val,96,48,6750.228660125898,nan,nan,nan,nan,nan
train,97,48,166.8502873860648,50.0,45.0,559.9901123046875,0.965268000000016,0.4548399999999534
val,97,48,760.8049008094088,nan,nan,nan,nan,nan
train,98,48,1366.2617953731262,0.0,56.25,499.0953063964844,0.9648120000000162,0.4555599999999528
val,98,48,556.0270538900935,nan,nan,nan,nan,nan
train,99,48,-908.2818291182128,37.5,65.625,339.3919677734375,0.9643560000000164,0.45627999999995217
val,99,48,1993.354093139154,nan,nan,nan,nan,nan
train,100,48,424.16578855496425,75.0,52.27272727272727,369.59490966796875,0.9639000000000166,0.45699999999995156
val,100,48,2091.0192614464804,nan,nan,nan,nan,nan
